success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,response,stimulus_id,painting,index,stimulus_left,stimulus_right,explain_trial,reward_type,rating_left,rating_right,painting_left,painting_right,block,left_chosen,chosen_obj,unchosen_obj,explain_response,reward_amount,see_reward_rt,register_reward_response,register_reward_rt,deliberation_reward_tally,stimulus_left_deliberation_ind,stimulus_right_deliberation_ind,chosen_trial,gain_left,higher_outcome_chosen,old_pair,chosen_object,rt_pairs,left_object_chosen,rt_object,old_response,new_rating,deliberated_stim,initial_rating,outcome_eval_rt,outcome_eval_response,outcome_eval_gain,outcome_eval_acc,preamble,outcome_eval_confidence,outcome_eval_confidence_rt,total_reward_tally,stim_type
,see_reward,,html-keyboard-response,336,614710,0.0-340.0,0,0,0TZUd,,695,,,32,,35,,47,,,,-1,,,,,2,,,,,0,695,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,337,616727,0.0-341.0,0,0,0TZUd,,448,,,40,,35,,47,,,,,,,,,,,,,,,,-1,448,,,,,,,,,,,,,,,,,,,,,,,,
,block_over,,html-keyboard-response,338,618711,0.0-343.0-0.0,0,0,0TZUd,,1981,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,339,619728,0.0-344.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,340,620440,0.0-345.0,0,0,0TZUd,,708,,,32,,61,,48,,,,1,,,,,3,,,,,149,708,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,341,622445,0.0-346.0,0,0,0TZUd,,519,,,38,,61,,48,,,,,,,,,,,,,,,,1,519,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,342,623460,0.0-349.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,343,624050,0.0-350.0,0,0,0TZUd,,587,,,32,,53,,49,,,,1,,,,,3,,,,,142,587,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,344,626058,0.0-351.0,0,0,0TZUd,,451,,,38,,53,,49,,,,,,,,,,,,,,,,1,451,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,345,627075,0.0-354.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,346,627820,0.0-355.0,0,0,0TZUd,,740,,,32,,36,,50,,,,-1,,,,,3,,,,,0,740,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,347,629832,0.0-356.0,0,0,0TZUd,,662,,,40,,36,,50,,,,,,,,,,,,,,,,-1,662,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,348,630842,0.0-359.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,349,631432,0.0-360.0,0,0,0TZUd,,587,,,32,,61,,51,,,,1,,,,,3,,,,,149,587,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,350,633440,0.0-361.0,0,0,0TZUd,,472,,,38,,61,,51,,,,,,,,,,,,,,,,1,472,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,351,634456,0.0-364.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,352,635102,0.0-365.0,0,0,0TZUd,,642,,,32,,31,,52,,,,1,,,,,3,,,,,156,642,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,353,637122,0.0-366.0,0,0,0TZUd,,465,,,38,,31,,52,,,,,,,,,,,,,,,,1,465,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,354,638140,0.0-369.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,355,638802,0.0-370.0,0,0,0TZUd,,658,,,32,,35,,53,,,,-1,,,,,3,,,,,0,658,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,356,640821,0.0-371.0,0,0,0TZUd,,440,,,40,,35,,53,,,,,,,,,,,,,,,,-1,440,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,357,641838,0.0-374.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,358,642292,0.0-375.0,0,0,0TZUd,,449,,,32,,3,,54,,,,1,,,,,3,,,,,150,449,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,359,644303,0.0-376.0,0,0,0TZUd,,640,,,38,,3,,54,,,,,,,,,,,,,,,,1,640,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,360,645323,0.0-379.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,361,646334,0.0-380.0,0,0,0TZUd,,1008,,,32,,59,,55,,,,1,,,,,3,,,,,155,1008,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,362,648352,0.0-381.0,0,0,0TZUd,,674,,,38,,59,,55,,,,,,,,,,,,,,,,1,674,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,363,649371,0.0-384.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,364,649772,0.0-385.0,0,0,0TZUd,,397,,,32,,39,,56,,,,-1,,,,,3,,,,,0,397,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,365,651786,0.0-386.0,0,0,0TZUd,,600,,,40,,39,,56,,,,,,,,,,,,,,,,-1,600,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,366,652803,0.0-389.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,367,653679,0.0-390.0,0,0,0TZUd,,872,,,32,,46,,57,,,,-1,,,,,3,,,,,0,872,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,368,655684,0.0-391.0,0,0,0TZUd,,513,,,40,,46,,57,,,,,,,,,,,,,,,,-1,513,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,369,656702,0.0-394.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,370,657230,0.0-395.0,0,0,0TZUd,,525,,,32,,36,,58,,,,-1,,,,,3,,,,,0,525,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,371,659234,0.0-396.0,0,0,0TZUd,,591,,,40,,36,,58,,,,,,,,,,,,,,,,-1,591,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,372,660252,0.0-399.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,373,662647,0.0-400.0,0,0,0TZUd,,2390,,,32,,35,,59,,,,-1,,,,,3,,,,,0,2390,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,374,664656,0.0-401.0,0,0,0TZUd,,551,,,40,,35,,59,,,,,,,,,,,,,,,,-1,551,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,375,665667,0.0-404.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,376,666435,0.0-405.0,0,0,0TZUd,,763,,,32,,53,,60,,,,1,,,,,3,,,,,142,763,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,377,668449,0.0-406.0,0,0,0TZUd,,533,,,38,,53,,60,,,,,,,,,,,,,,,,1,533,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,378,669465,0.0-409.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,379,670726,0.0-410.0,0,0,0TZUd,,1256,,,32,,21,,61,,,,-1,,,,,3,,,,,0,1256,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,380,672731,0.0-411.0,0,0,0TZUd,,595,,,40,,21,,61,,,,,,,,,,,,,,,,-1,595,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,381,673749,0.0-414.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,382,675290,0.0-415.0,0,0,0TZUd,,1537,,,32,,59,,62,,,,1,,,,,3,,,,,155,1537,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,383,677296,0.0-416.0,0,0,0TZUd,,474,,,38,,59,,62,,,,,,,,,,,,,,,,1,474,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,384,678313,0.0-419.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,385,679621,0.0-420.0,0,0,0TZUd,,1304,,,32,,56,,63,,,,1,,,,,3,,,,,156,1304,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,386,681630,0.0-421.0,0,0,0TZUd,,641,,,38,,56,,63,,,,,,,,,,,,,,,,1,641,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,387,682647,0.0-424.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,388,683768,0.0-425.0,0,0,0TZUd,,1117,,,32,,31,,64,,,,1,,,,,3,,,,,156,1117,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,389,685778,0.0-426.0,0,0,0TZUd,,638,,,38,,31,,64,,,,,,,,,,,,,,,,1,638,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,390,686795,0.0-429.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,391,687689,0.0-430.0,0,0,0TZUd,,890,,,32,,57,,65,,,,-1,,,,,3,,,,,0,890,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,392,689704,0.0-431.0,0,0,0TZUd,,516,,,40,,57,,65,,,,,,,,,,,,,,,,-1,516,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,393,690712,0.0-434.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,394,691741,0.0-435.0,0,0,0TZUd,,1025,,,32,,56,,66,,,,1,,,,,3,,,,,156,1025,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,395,693760,0.0-436.0,0,0,0TZUd,,536,,,38,,56,,66,,,,,,,,,,,,,,,,1,536,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,396,694778,0.0-439.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,397,695821,0.0-440.0,0,0,0TZUd,,1038,,,32,,21,,67,,,,-1,,,,,3,,,,,0,1038,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,398,697826,0.0-441.0,0,0,0TZUd,,858,,,40,,21,,67,,,,,,,,,,,,,,,,-1,858,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,399,698843,0.0-444.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,400,699588,0.0-445.0,0,0,0TZUd,,740,,,32,,57,,68,,,,-1,,,,,3,,,,,0,740,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,401,701608,0.0-446.0,0,0,0TZUd,,513,,,40,,57,,68,,,,,,,,,,,,,,,,-1,513,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,402,702624,0.0-449.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,403,703582,0.0-450.0,0,0,0TZUd,,954,,,32,,3,,69,,,,1,,,,,3,,,,,150,954,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,404,705590,0.0-451.0,0,0,0TZUd,,485,,,38,,3,,69,,,,,,,,,,,,,,,,1,485,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,405,706607,0.0-454.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,406,707824,0.0-455.0,0,0,0TZUd,,1214,,,32,,39,,70,,,,-1,,,,,3,,,,,0,1214,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,407,709839,0.0-456.0,0,0,0TZUd,,635,,,40,,39,,70,,,,,,,,,,,,,,,,-1,635,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,408,710857,0.0-459.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,see_reward,,html-keyboard-response,409,711563,0.0-460.0,0,0,0TZUd,,702,,,32,,46,,71,,,,-1,,,,,3,,,,,0,702,,,,,,,,,,,,,,,,,,,,,,,,,,
,reward_outcome,,html-keyboard-response,410,713572,0.0-461.0,0,0,0TZUd,,632,,,40,,46,,71,,,,,,,,,,,,,,,,-1,632,1.5,,,,,,,,,,,,,,,,,,,,,,,
,deliberation_reward_tally,,html-keyboard-response,411,719795,0.0-464.0,0,0,0TZUd,,6218,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions_instructions,,instructions,412,735050,0.0-465.0-0.0,0,0,0TZUd,"[{""page_index"":0,""viewing_time"":12741},{""page_index"":1,""viewing_time"":2512}]",15253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions_comprehension_check,,survey-multi-choice,413,743048,0.0-465.0-1.0,0,0,0TZUd,,7993,"{""Q0"":""True"",""Q1"":""K""}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,start_phase,,html-keyboard-response,414,744846,0.0-466.0,0,0,0TZUd,,1792,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,415,745850,0.0-467.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,416,747569,0.0-468.0,0,0,0TZUd,,1714,,,75,,,,0,30,44,,,37,35,Kraa1n.jpg,Mackb1.jpg,1,0,44,30,,,,,,,35,25,0,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,417,748088,0.0-469.0-0.0,0,0,0TZUd,,null,,,null,,,,0,30,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,418,749107,0.0-472.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,419,751161,0.0-473.0,0,0,0TZUd,,2048,,,75,,,,1,40,25,,,36,40,Vinc1n.jpg,Dekob1.jpg,1,0,25,40,,,,,,,31,26,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,420,751668,0.0-474.0-0.0,0,0,0TZUd,,null,,,null,,,,1,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,421,752673,0.0-477.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,422,754436,0.0-478.0,0,0,0TZUd,,1757,,,75,,,,2,36,31,,,34,39,Gustb1.jpg,Picac1.jpg,1,0,31,36,,,,,,,34,33,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,423,754946,0.0-479.0-0.0,0,0,0TZUd,,null,,,null,,,,2,36,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,424,755949,0.0-482.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,425,757024,0.0-483.0,0,0,0TZUd,,1070,,,75,,,,3,46,31,,,54,39,Lewb1n.jpg,Picac1.jpg,1,0,31,46,,,,,,,27,33,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,426,757536,0.0-484.0-0.0,0,0,0TZUd,,null,,,null,,,,3,46,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,427,758540,0.0-487.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,428,759648,0.0-488.0,0,0,0TZUd,,1105,,,68,,,,4,3,21,,,56,58,Klib1n.jpg,Kupkc1.jpg,1,1,3,21,,,,,,,24,29,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,429,760153,0.0-489.0-0.0,0,0,0TZUd,,null,,,null,,,,4,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,430,761157,0.0-492.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,431,762396,0.0-493.0,0,0,0TZUd,,1236,,,68,,,,5,53,39,,,37,35,Macc1n.jpg,Kupb1n.jpg,1,1,53,39,,,,,,,32,35,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,432,762901,0.0-494.0-0.0,0,0,0TZUd,,null,,,null,,,,5,53,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,433,763917,0.0-497.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,434,765125,0.0-498.0,0,0,0TZUd,,1203,,,75,,,,6,39,61,,,35,56,Kupb1n.jpg,Grigb1.jpg,1,0,61,39,,,,,,,35,31,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,435,765635,0.0-499.0-0.0,0,0,0TZUd,,null,,,null,,,,6,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,436,766650,0.0-502.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,437,768529,0.0-503.0,0,0,0TZUd,,1873,,,75,,,,7,10,67,,,39,37,Vinb1n.jpg,Picab1.jpg,1,0,67,10,,,,,,,27,24,0,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,438,769041,0.0-504.0-0.0,0,0,0TZUd,,null,,,null,,,,7,10,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,439,770044,0.0-507.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,440,771170,0.0-508.0,0,0,0TZUd,,1121,,,75,,,,8,46,56,,,54,54,Lewb1n.jpg,Clib1n.jpg,1,0,56,46,,,,,,,27,25,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,441,771677,0.0-509.0-0.0,0,0,0TZUd,,null,,,null,,,,8,46,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,442,772683,0.0-512.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,443,773759,0.0-513.0,0,0,0TZUd,,1071,,,68,,,,9,61,46,,,56,54,Grigb1.jpg,Lewb1n.jpg,1,1,61,46,,,,,,,31,27,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,444,774266,0.0-514.0-0.0,0,0,0TZUd,,null,,,null,,,,9,61,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,445,775282,0.0-517.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,446,776538,0.0-518.0,0,0,0TZUd,,1252,,,75,,,,10,57,53,,,36,37,Lassa1.jpg,Macc1n.jpg,1,0,53,57,,,,,,,26,32,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,447,777049,0.0-519.0-0.0,0,0,0TZUd,,null,,,null,,,,10,57,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,448,778064,0.0-522.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,449,778905,0.0-523.0,0,0,0TZUd,,836,,,68,,,,11,53,21,,,37,58,Macc1n.jpg,Kupkc1.jpg,1,1,53,21,,,,,,,32,29,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,450,779414,0.0-524.0-0.0,0,0,0TZUd,,null,,,null,,,,11,53,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,451,780430,0.0-527.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,452,781976,0.0-528.0,0,0,0TZUd,,1541,,,75,,,,12,10,51,,,39,38,Vinb1n.jpg,Lewic1.jpg,1,0,51,10,,,,,,,27,32,0,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,453,782485,0.0-529.0-0.0,0,0,0TZUd,,null,,,null,,,,12,10,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,454,783498,0.0-532.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,455,785461,0.0-533.0,0,0,0TZUd,,1958,,,68,,,,13,10,44,,,39,35,Vinb1n.jpg,Mackb1.jpg,1,1,10,44,,,,,,,27,25,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,456,785968,0.0-534.0-0.0,0,0,0TZUd,,null,,,null,,,,13,10,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,457,786980,0.0-537.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,458,788668,0.0-538.0,0,0,0TZUd,,1682,,,68,,,,14,30,40,,,37,36,Kraa1n.jpg,Vinc1n.jpg,1,1,30,40,,,,,,,35,31,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,459,789182,0.0-539.0-0.0,0,0,0TZUd,,null,,,null,,,,14,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,460,790194,0.0-542.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,461,791912,0.0-543.0,0,0,0TZUd,,1713,,,75,,,,15,51,25,,,38,40,Lewic1.jpg,Dekob1.jpg,1,0,25,51,,,,,,,32,26,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,462,792432,0.0-544.0-0.0,0,0,0TZUd,,null,,,null,,,,15,51,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,463,793453,0.0-547.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,464,795287,0.0-548.0,0,0,0TZUd,,1830,,,68,,,,16,25,44,,,40,35,Dekob1.jpg,Mackb1.jpg,1,1,25,44,,,,,,,26,25,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,465,795805,0.0-549.0-0.0,0,0,0TZUd,,null,,,null,,,,16,25,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,466,796820,0.0-552.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,467,797698,0.0-553.0,0,0,0TZUd,,874,,,68,,,,17,53,46,,,37,54,Macc1n.jpg,Lewb1n.jpg,1,1,53,46,,,,,,,32,27,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,468,798217,0.0-554.0-0.0,0,0,0TZUd,,null,,,null,,,,17,53,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,469,799234,0.0-557.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,470,800238,0.0-558.0,0,0,0TZUd,,999,,,75,,,,18,35,53,,,35,37,Gusa1n.jpg,Macc1n.jpg,1,0,53,35,,,,,,,30,32,1,0,1,,,,,,,,,,,,,,,,,,
