"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","localizer","","html-keyboard-response","82","150619","0.0-2.0-12.0-0.0","33","17620","Female","167","","","","68","0","10","","Stimuli/Experimental_stims/localizer/faces/drew-hays-agGIKYs4mYs-unsplash.jpg","150194","1","faces","","0","0","1","400","2800","425","3169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","83","150938","0.0-2.0-12.0-1.0","33","17620","Female","null","","","","null","","10","","","150619","1","","","","","","300","3200","319","3594","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","84","151435","0.0-2.0-13.0-0.0","33","17620","Female","97","","","","68","0","11","","Stimuli/Experimental_stims/localizer/faces/rui-silvestre-hAMJpesMeDE-unsplash.jpg","150938","1","faces","","0","0","1","400","3500","497","3913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","85","151749","0.0-2.0-13.0-1.0","33","17620","Female","null","","","","null","","11","","","151435","1","","","","","","300","3900","314","4410","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","86","152171","0.0-2.0-14.0-0.0","33","17620","Female","16","","","","68","0","12","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","151749","1","faces","","0","0","1","400","4200","422","4724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","87","152490","0.0-2.0-14.0-1.0","33","17620","Female","null","","","","null","","12","","","152171","1","","","","","","300","4600","319","5146","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","88","153132","0.0-2.0-15.0-0.0","33","17620","Female","627","","","","68","0","13","","Stimuli/Experimental_stims/localizer/faces/vince-fleming-j3lf-Jn6deo-unsplash.jpg","152490","1","faces","","0","0","1","400","4900","642","5465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","89","153604","0.0-2.0-15.0-1.0","33","17620","Female","null","","","","null","","13","","","153132","1","","","","","","300","5300","472","6107","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","90","154013","0.0-2.0-16.0-0.0","33","17620","Female","107","","","","68","0","14","","Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg","153604","1","faces","","0","0","1","400","5600","409","6579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","91","154410","0.0-2.0-16.0-1.0","33","17620","Female","null","","","","null","","14","","","154013","1","","","","","","300","6000","397","6988","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","92","154884","0.0-2.0-17.0-0.0","33","17620","Female","110","","","","68","0","15","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","154410","1","faces","","0","0","1","400","6300","474","7385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","93","155199","0.0-2.0-17.0-1.0","33","17620","Female","null","","","","null","","15","","","154884","1","","","","","","300","6700","315","7859","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","94","155658","0.0-2.0-18.0-0.0","33","17620","Female","243","","","","68","0","16","","Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg","155199","1","faces","","0","0","1","400","7000","459","8174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","95","155974","0.0-2.0-18.0-1.0","33","17620","Female","null","","","","null","","16","","","155658","1","","","","","","300","7400","316","8633","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","96","156462","0.0-2.0-19.0-0.0","33","17620","Female","93","","","","68","0","17","","Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg","155974","1","faces","","0","0","1","400","7700","488","8949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","97","156781","0.0-2.0-19.0-1.0","33","17620","Female","null","","","","null","","17","","","156462","1","","","","","","300","8100","319","9437","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","98","157204","0.0-2.0-20.0-0.0","33","17620","Female","31","","","","68","0","18","","Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg","156781","1","faces","","0","0","1","400","8400","423","9756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","99","157529","0.0-2.0-20.0-1.0","33","17620","Female","null","","","","null","","18","","","157204","1","","","","","","300","8800","325","10179","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","100","158003","0.0-2.0-21.0-0.0","33","17620","Female","2","","","","68","0","19","","Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg","157529","1","faces","","0","0","1","400","9100","474","10504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","101","158322","0.0-2.0-21.0-1.0","33","17620","Female","null","","","","null","","19","","","158003","1","","","","","","300","9500","319","10978","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","102","158741","0.0-2.0-22.0-0.0","33","17620","Female","328","","","","75","1","20","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg","158322","1","faces","","1","0","1","400","9800","419","11297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","103","159063","0.0-2.0-22.0-1.0","33","17620","Female","null","","","","null","","20","","","158741","1","","","","","","300","10200","322","11716","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","104","159498","0.0-2.0-23.0-0.0","33","17620","Female","366","","","","75","1","21","","Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg","159063","1","faces","","0","0","0","400","10500","435","12038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","105","159825","0.0-2.0-23.0-1.0","33","17620","Female","null","","","","null","","21","","","159498","1","","","","","","300","10900","327","12473","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","106","160242","0.0-2.0-24.0-0.0","33","17620","Female","187","","","","75","1","22","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","159825","1","faces","","0","0","0","400","11200","417","12800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","107","160558","0.0-2.0-24.0-1.0","33","17620","Female","null","","","","null","","22","","","160242","1","","","","","","300","11600","316","13217","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","108","160966","0.0-2.0-25.0-0.0","33","17620","Female","154","","","","75","1","23","","Stimuli/Experimental_stims/localizer/faces/midas-hofstra-tidSLv-UaNs-unsplash.jpg","160558","1","faces","","0","0","0","400","11900","408","13533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","109","161283","0.0-2.0-25.0-1.0","33","17620","Female","null","","","","null","","23","","","160966","1","","","","","","300","12300","317","13941","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","110","161702","0.0-2.0-26.0-0.0","33","17620","Female","152","","","","75","1","24","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-O3ymvT7Wf9U-unsplash.jpg","161283","1","faces","","0","0","0","400","12600","419","14258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","111","162024","0.0-2.0-26.0-1.0","33","17620","Female","null","","","","null","","24","","","161702","1","","","","","","300","13000","322","14677","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","112","162450","0.0-2.0-27.0-0.0","33","17620","Female","NaN","","","","null","NaN","25","","Stimuli/Experimental_stims/localizer/faces/katsiaryna-endruszkiewicz-BteCp6aq4GI-unsplash.jpg","162024","1","faces","","0","1","0","400","13300","426","14999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
