"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen"
"","iti_localizer","","html-keyboard-response","585","796847","0.0-2.0-246.0-1.0","33","75229","female","null","","","","null","","244","","","796530","1","","","","","","300","317700","317","326200","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","586","797262","0.0-2.0-247.0-0.0","33","75229","female","247","","","","68","0","245","","Stimuli/Experimental_stims/localizer/objects/charlesdeluvio-RDjZh9dqlP4-unsplash.jpg","796847","1","objects","","1","0","0","400","318000","415","326517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","587","811281","0.0-2.0-247.0-1.0","33","75229","female","null","","","","null","","245","","","797262","1","","","","","","14000","318400","14019","326932","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_localizer_phase","","html-keyboard-response","588","816723","0.0-2.0-247.0-4.0-0.0","33","75229","female","5378","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","589","976753","0.0-3.0-0.0-0.0","33","75229","female","160013","","[{""page_index"":0,""viewing_time"":55824},{""page_index"":1,""viewing_time"":14239},{""page_index"":2,""viewing_time"":35459},{""page_index"":3,""viewing_time"":8466},{""page_index"":4,""viewing_time"":155},{""page_index"":5,""viewing_time"":43868},{""page_index"":6,""viewing_time"":1999}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_comprehension_check","","survey-multi-choice","590","1023107","0.0-3.0-0.0-1.0","33","75229","female","46329","{""Q0"":""True"",""Q1"":""False"",""Q2"":""Wait until an arrow comes up and then select the image the arrow is pointing at"",""Q3"":""Consider carefully and take your time (up to 3 seconds)"",""Q4"":""D""}","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","591","1026740","0.0-3.0-0.0-2.0-0.0","33","75229","female","3617","","","","68","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","592","1079970","0.0-3.0-0.1-0.1","33","75229","female","53211","","[{""page_index"":0,""viewing_time"":12423},{""page_index"":1,""viewing_time"":16},{""page_index"":2,""viewing_time"":8202},{""page_index"":3,""viewing_time"":14633},{""page_index"":4,""viewing_time"":16129},{""page_index"":5,""viewing_time"":169},{""page_index"":6,""viewing_time"":1639}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_comprehension_check","","survey-multi-choice","593","1113109","0.0-3.0-0.1-1.1","33","75229","female","33120","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Wait until an arrow comes up and then select the image the arrow is pointing at"",""Q3"":""Consider carefully and take your time (up to 3 seconds)"",""Q4"":""D""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","594","1119536","0.0-3.0-1.0","33","75229","female","6404","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","595","1122552","0.0-3.0-2.0-0.0","33","75229","female","null","","","","null","","0","","","1119536","0","","","","1","","3000","332400","3016","340951","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","prac1","1","0","","original","1500","0","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","596","1122869","0.0-3.0-2.0-3.0-0.0","33","75229","female","null","","","","null","","0","","","1122552","","","","","1","","300","335400","317","343967","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","597","1124089","0.0-3.0-2.0-4.0","33","75229","female","null","","","","null","","0","","","1122869","","","","","","","1200","335700","1220","344284","1200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","598","1125895","0.0-3.0-2.1-0.1","33","75229","female","1793","","","","75","","0","","","1124089","0","","","","0","","1793","336900","1806","345504","","","0","","","","","","","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","prac1","1","0","","original","1500","0","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","599","1127115","0.0-3.0-2.1-2.1-0.1","33","75229","female","null","","","","null","","0","","","1125895","","","","","","","1207","338693","1220","347310","1207","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","600","1128326","0.0-3.0-2.1-4.1","33","75229","female","null","","","","null","","0","","","1127115","","","","","","","1200","339900","1211","348530","1200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","601","1130849","0.0-3.0-4.0-0.0","33","75229","female","null","","","","null","","1","","","1128326","0","","","","1","","2500","341100","2523","349741","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","602","1131367","0.0-3.0-4.0-1.0-0.0","33","75229","female","null","","","","null","","1","","","1130849","","","","","","","500","343600","518","352264","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","603","1131699","0.0-3.0-4.0-3.0-0.0","33","75229","female","null","","","","null","","1","","","1131367","","","","","1","","300","344100","332","352782","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","604","1133916","0.0-3.0-4.0-4.0","33","75229","female","null","","","","null","","1","","","1131699","","","","","","","2200","344400","2217","353114","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","605","1136437","0.0-3.0-4.1-0.1","33","75229","female","null","","","","null","","1","","","1133916","0","","","","1","","2500","346600","2521","355331","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","606","1136952","0.0-3.0-4.1-1.1-0.1","33","75229","female","null","","","","null","","1","","","1136437","","","","","","","500","349100","515","357852","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","607","1137266","0.0-3.0-4.1-3.1-0.1","33","75229","female","null","","","","null","","1","","","1136952","","","","","1","","300","349600","314","358367","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","608","1139485","0.0-3.0-4.1-4.1","33","75229","female","null","","","","null","","1","","","1137266","","","","","","","2200","349900","2219","358681","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","609","1142002","0.0-3.0-4.2-0.2","33","75229","female","2153","","","","68","","1","","","1139485","0","","","","0","","2500","352100","2517","360900","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","610","1142528","0.0-3.0-4.2-1.2-0.2","33","75229","female","null","","","","null","","1","","","1142002","","","","","","","500","354600","526","363417","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","611","1142841","0.0-3.0-4.2-3.2-0.2","33","75229","female","null","","","","null","","1","","","1142528","","","","","1","","300","355100","313","363943","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","612","1145059","0.0-3.0-4.2-4.2","33","75229","female","null","","","","null","","1","","","1142841","","","","","","","2200","355400","2218","364256","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","613","1147631","0.0-3.0-4.3-0.3","33","75229","female","1411","","","","68","","1","","","1145059","0","","","","0","","2500","357600","2572","366474","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","614","1148143","0.0-3.0-4.3-1.3-0.3","33","75229","female","null","","","","null","","1","","","1147631","","","","","","","500","360100","512","369046","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","615","1148463","0.0-3.0-4.3-3.3-0.3","33","75229","female","null","","","","null","","1","","","1148143","","","","","1","","300","360600","320","369558","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","616","1150685","0.0-3.0-4.3-4.3","33","75229","female","null","","","","null","","1","","","1148463","","","","","","","2200","360900","2222","369878","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","617","1153201","0.0-3.0-4.4-0.4","33","75229","female","1353","","","","68","","1","","","1150685","0","","","","0","","2500","363100","2516","372100","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","618","1153782","0.0-3.0-4.4-1.4-0.4","33","75229","female","null","","","","null","","1","","","1153201","","","","","","","500","365600","581","374616","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","619","1154098","0.0-3.0-4.4-3.4-0.4","33","75229","female","null","","","","null","","1","","","1153782","","","","","1","","300","366100","316","375197","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","620","1156317","0.0-3.0-4.4-4.4","33","75229","female","null","","","","null","","1","","","1154098","","","","","","","2200","366400","2219","375513","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","621","1158836","0.0-3.0-4.5-0.5","33","75229","female","799","","","","75","","1","","","1156317","0","","","","0","","2500","368600","2519","377732","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","622","1159352","0.0-3.0-4.5-1.5-0.5","33","75229","female","null","","","","null","","1","","","1158836","","","","","","","500","371100","516","380251","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","623","1159664","0.0-3.0-4.5-3.5-0.5","33","75229","female","null","","","","null","","1","","","1159352","","","","","1","","300","371600","312","380767","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","624","1161900","0.0-3.0-4.5-4.5","33","75229","female","null","","","","null","","1","","","1159664","","","","","","","2200","371900","2236","381079","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","625","1164423","0.0-3.0-4.6-0.6","33","75229","female","1510","","","","68","","1","","","1161900","0","","","","0","","2500","374100","2523","383315","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","626","1164942","0.0-3.0-4.6-1.6-0.6","33","75229","female","null","","","","null","","1","","","1164423","","","","","","","500","376600","519","385838","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","627","1165260","0.0-3.0-4.6-3.6-0.6","33","75229","female","null","","","","null","","1","","","1164942","","","","","1","","300","377100","318","386357","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","628","1167476","0.0-3.0-4.6-4.6","33","75229","female","null","","","","null","","1","","","1165260","","","","","","","2200","377400","2216","386675","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","629","1169996","0.0-3.0-4.7-0.7","33","75229","female","1121","","","","68","","1","","","1167476","0","","","","0","","2500","379600","2520","388891","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","630","1170512","0.0-3.0-4.7-1.7-0.7","33","75229","female","null","","","","null","","1","","","1169996","","","","","","","500","382100","516","391411","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","631","1170826","0.0-3.0-4.7-3.7-0.7","33","75229","female","null","","","","null","","1","","","1170512","","","","","1","","300","382600","314","391927","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","632","1173045","0.0-3.0-4.7-4.7","33","75229","female","null","","","","null","","1","","","1170826","","","","","","","2200","382900","2219","392241","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","633","1175572","0.0-3.0-4.8-0.8","33","75229","female","842","","","","68","","1","","","1173045","0","","","","0","","2500","385100","2527","394460","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","634","1176094","0.0-3.0-4.8-1.8-0.8","33","75229","female","null","","","","null","","1","","","1175572","","","","","","","500","387600","522","396987","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","635","1176405","0.0-3.0-4.8-3.8-0.8","33","75229","female","null","","","","null","","1","","","1176094","","","","","1","","300","388100","311","397509","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","636","1178615","0.0-3.0-4.8-4.8","33","75229","female","null","","","","null","","1","","","1176405","","","","","","","2200","388400","2210","397820","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","637","1181132","0.0-3.0-4.9-0.9","33","75229","female","656","","","","68","","1","","","1178615","0","","","","0","","2500","390600","2517","400030","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","638","1181659","0.0-3.0-4.9-1.9-0.9","33","75229","female","null","","","","null","","1","","","1181132","","","","","","","500","393100","527","402547","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","639","1181968","0.0-3.0-4.9-3.9-0.9","33","75229","female","null","","","","null","","1","","","1181659","","","","","1","","300","393600","309","403074","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","640","1184182","0.0-3.0-4.9-4.9","33","75229","female","null","","","","null","","1","","","1181968","","","","","","","2200","393900","2214","403383","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","641","1186701","0.0-3.0-4.10-0.10","33","75229","female","null","","","","null","","1","","","1184182","0","","","","1","","2500","396100","2519","405597","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","642","1187221","0.0-3.0-4.10-1.10-0.10","33","75229","female","null","","","","null","","1","","","1186701","","","","","","","500","398600","520","408116","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","643","1187532","0.0-3.0-4.10-3.10-0.10","33","75229","female","null","","","","null","","1","","","1187221","","","","","1","","300","399100","311","408636","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","644","1189763","0.0-3.0-4.10-4.10","33","75229","female","null","","","","null","","1","","","1187532","","","","","","","2200","399400","2231","408947","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","645","1192278","0.0-3.0-4.11-0.11","33","75229","female","167","","","","68","","1","","","1189763","0","","","","0","","2500","401600","2515","411178","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","646","1192791","0.0-3.0-4.11-1.11-0.11","33","75229","female","null","","","","null","","1","","","1192278","","","","","","","500","404100","513","413693","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","647","1193104","0.0-3.0-4.11-3.11-0.11","33","75229","female","null","","","","null","","1","","","1192791","","","","","1","","300","404600","313","414206","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","648","1195318","0.0-3.0-4.11-4.11","33","75229","female","null","","","","null","","1","","","1193104","","","","","","","2200","404900","2214","414519","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","649","1197844","0.0-3.0-4.12-0.12","33","75229","female","1682","","","","68","","1","","","1195318","0","","","","0","","2500","407100","2526","416733","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","650","1198357","0.0-3.0-4.12-1.12-0.12","33","75229","female","null","","","","null","","1","","","1197844","","","","","","","500","409600","513","419259","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","651","1198686","0.0-3.0-4.12-3.12-0.12","33","75229","female","null","","","","null","","1","","","1198357","","","","","1","","300","410100","329","419772","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","652","1200910","0.0-3.0-4.12-4.12","33","75229","female","null","","","","null","","1","","","1198686","","","","","","","2200","410400","2224","420101","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","653","1203430","0.0-3.0-4.13-0.13","33","75229","female","1008","","","","68","","1","","","1200910","0","","","","0","","2500","412600","2520","422325","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","654","1203945","0.0-3.0-4.13-1.13-0.13","33","75229","female","null","","","","null","","1","","","1203430","","","","","","","500","415100","515","424845","500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","655","1204259","0.0-3.0-4.13-3.13-0.13","33","75229","female","null","","","","null","","1","","","1203945","","","","","1","","300","415600","314","425360","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","656","1206472","0.0-3.0-4.13-4.13","33","75229","female","null","","","","null","","1","","","1204259","","","","","","","2200","415900","2213","425674","2200","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","657","1208990","0.0-3.0-4.14-0.14","33","75229","female","1040","","","","68","","1","","","1206472","0","","","","0","","2500","418100","2518","427887","","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","658","1209045","0.0-3.0-4.14-1.14-0.14","33","75229","female","46","","","","68","","1","","","1208990","","","","","0","","46","420600","55","430405","500","","1","","","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","0","","","","","","","","","","1","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","659","1209513","0.0-3.0-4.14-2.14-0.14","33","75229","female","null","","","","null","","1","","","1209045","","","","","","","454","420646","468","430460","454","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","660","1212042","0.0-3.0-4.14-4.14","33","75229","female","null","","","","null","","1","","","1209513","","","","","","","2500","421100","2529","430928","2500","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","661","1213600","0.0-3.0-6.0-0.0","33","75229","female","null","","","","null","","2","","","1212042","0","","","","1","","1500","423600","1558","433457","","","","","","","","","","","","prac3","1","1500","right","scramble","3000","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","662","1215125","0.0-3.0-6.0-1.0-0.0","33","75229","female","null","","","","null","","2","","","1213600","","","","","","","1500","425100","1525","435015","1500","","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","0","","","","","","","","","","0","1","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","663","1215442","0.0-3.0-6.0-3.0-0.0","33","75229","female","null","","","","null","","2","","","1215125","","","","","1","","300","426600","317","436540","","","","","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","",""
"","iti","","html-keyboard-response","664","1218159","0.0-3.0-6.0-4.0","33","75229","female","null","","","","null","","2","","","1215442","","","","","","","2700","426900","2717","436857","2700","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","665","1219725","0.0-3.0-6.1-0.1","33","75229","female","null","","","","null","","2","","","1218159","0","","","","1","","1500","429600","1566","439574","","","","","","","","","","","","prac3","1","1500","right","scramble","3000","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","",""
