"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","warning","trial_duration","scramble_acc","scramble_no_response"
"","deliberation_no_response","","html-keyboard-response","344","153345","0.0-3.0-164.0-3.0-0.0","44","50477","1","null","","","","null","","81","","","153235","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","35800","110","39380","1","","",""
"","iti","","html-keyboard-response","345","153454","0.0-3.0-164.0-4.0","44","50477","1","null","","","","null","","81","","","153345","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","35900","109","39490","","100","",""
"","deliberation","","html-keyboard-response","346","155266","0.0-3.0-166.0-0.0","44","50477","1","null","","","","null","","82","","","153454","","","","","","","","","","1","E","0","1800","right","scramble","1800","4","2","46","34","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","NaN","NaN","1800","36000","1812","39599","","","",""
"","scramble_prompt","","html-keyboard-response","347","155275","0.0-3.0-166.0-1.0-0.0","44","50477","1","null","","","","null","","82","","","155266","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","-800","37800","9","41411","","-800","0","1"
"","deliberation_no_response","","html-keyboard-response","348","155386","0.0-3.0-166.0-3.0-0.0","44","50477","1","null","","","","null","","82","","","155275","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","37000","111","41420","1","","",""
"","iti","","html-keyboard-response","349","155498","0.0-3.0-166.0-4.0","44","50477","1","null","","","","null","","82","","","155386","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","37100","112","41531","","100","",""
"","deliberation","","html-keyboard-response","350","156509","0.0-3.0-168.0-0.0","44","50477","1","null","","","","null","","83","","","155498","","","","","","","","","","1","B","0","1000","left","scramble","1300","4","2","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","NaN","NaN","1000","37200","1011","41643","","","",""
"","scramble_prompt","","html-keyboard-response","351","156518","0.0-3.0-168.0-1.0-0.0","44","50477","1","null","","","","null","","83","","","156509","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","0","38200","9","42654","","0","0","1"
"","deliberation_no_response","","html-keyboard-response","352","156626","0.0-3.0-168.0-3.0-0.0","44","50477","1","null","","","","null","","83","","","156518","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","38200","108","42663","1","","",""
"","iti","","html-keyboard-response","353","156740","0.0-3.0-168.0-4.0","44","50477","1","null","","","","null","","83","","","156626","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","38300","114","42771","","100","",""
"","deliberation","","html-keyboard-response","354","157747","0.0-3.0-170.0-0.0","44","50477","1","null","","","","null","","84","","","156740","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","E","0","0","","original","1300","4","2","46","34","objects","body_parts","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","50","1000","38400","1007","42885","","","",""
"","deliberation_no_response","","html-keyboard-response","355","157859","0.0-3.0-170.0-3.0-0.0","44","50477","1","null","","","","null","","84","","","157747","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","39400","112","43892","1","","",""
"","iti","","html-keyboard-response","356","157970","0.0-3.0-170.0-4.0","44","50477","1","null","","","","null","","84","","","157859","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","39500","111","44004","","100","",""
"","deliberation","","html-keyboard-response","357","158979","0.0-3.0-172.0-0.0","44","50477","1","null","","","","null","","85","","","157970","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","C","0","0","","original","1200","4","2","8","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","50","50","1000","39600","1009","44115","","","",""
"","deliberation_no_response","","html-keyboard-response","358","159091","0.0-3.0-172.0-3.0-0.0","44","50477","1","null","","","","null","","85","","","158979","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","40600","112","45124","1","","",""
"","iti","","html-keyboard-response","359","159202","0.0-3.0-172.0-4.0","44","50477","1","null","","","","null","","85","","","159091","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","40700","111","45236","","100","",""
"","deliberation","","html-keyboard-response","360","160717","0.0-3.0-174.0-0.0","44","50477","1","null","","","","null","","86","","","159202","","","","","","","","","","1","D","0","1500","right","scramble","5000","4","2","44","19","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","NaN","NaN","1500","40800","1515","45347","","","",""
"","scramble_prompt","","html-keyboard-response","361","160725","0.0-3.0-174.0-1.0-0.0","44","50477","1","null","","","","null","","86","","","160717","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","-500","42300","8","46862","","-500","0","1"
"","deliberation_no_response","","html-keyboard-response","362","160836","0.0-3.0-174.0-3.0-0.0","44","50477","1","null","","","","null","","86","","","160725","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","41800","111","46870","1","","",""
"","iti","","html-keyboard-response","363","160947","0.0-3.0-174.0-4.0","44","50477","1","null","","","","null","","86","","","160836","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","41900","111","46981","","100","",""
"","deliberation","","html-keyboard-response","364","161960","0.0-3.0-176.0-0.0","44","50477","1","null","","","","null","","87","","","160947","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","K","0","0","","original","2100","4","2","32","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","1000","42000","1013","47092","","","",""
"","deliberation_no_response","","html-keyboard-response","365","162071","0.0-3.0-176.0-3.0-0.0","44","50477","1","null","","","","null","","87","","","161960","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","43000","111","48105","1","","",""
"","iti","","html-keyboard-response","366","162178","0.0-3.0-176.0-4.0","44","50477","1","null","","","","null","","87","","","162071","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","43100","107","48216","","100","",""
"","deliberation","","html-keyboard-response","367","163192","0.0-3.0-178.0-0.0","44","50477","1","null","","","","null","","88","","","162178","","","","","","","","","","1","C","0","1000","right","scramble","2200","4","2","8","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","NaN","NaN","1000","43200","1014","48323","","","",""
"","scramble_prompt","","html-keyboard-response","368","163201","0.0-3.0-178.0-1.0-0.0","44","50477","1","null","","","","null","","88","","","163192","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","0","44200","9","49337","","0","0","1"
"","deliberation_no_response","","html-keyboard-response","369","163309","0.0-3.0-178.0-3.0-0.0","44","50477","1","null","","","","null","","88","","","163201","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","44200","108","49346","1","","",""
"","iti","","html-keyboard-response","370","163421","0.0-3.0-178.0-4.0","44","50477","1","null","","","","null","","88","","","163309","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","44300","112","49454","","100","",""
"","deliberation","","html-keyboard-response","371","164530","0.0-3.0-180.0-0.0","44","50477","1","null","","","","null","","89","","","163421","","","","","","","","","","1","G","0","1100","left","scramble","2200","4","2","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","NaN","NaN","1100","44400","1109","49566","","","",""
"","scramble_prompt","","html-keyboard-response","372","164539","0.0-3.0-180.0-1.0-0.0","44","50477","1","null","","","","null","","89","","","164530","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","-100","45500","9","50675","","-100","0","1"
"","deliberation_no_response","","html-keyboard-response","373","164650","0.0-3.0-180.0-3.0-0.0","44","50477","1","null","","","","null","","89","","","164539","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","45400","111","50684","1","","",""
"","iti","","html-keyboard-response","374","164758","0.0-3.0-180.0-4.0","44","50477","1","null","","","","null","","89","","","164650","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","45500","108","50795","","100","",""
"","deliberation","","html-keyboard-response","375","165767","0.0-3.0-182.0-0.0","44","50477","1","null","","","","null","","90","","","164758","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","L","0","0","","original","1400","4","2","29","17","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","1000","45600","1009","50903","","","",""
"","deliberation_no_response","","html-keyboard-response","376","165880","0.0-3.0-182.0-3.0-0.0","44","50477","1","null","","","","null","","90","","","165767","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","46600","113","51912","1","","",""
"","iti","","html-keyboard-response","377","165991","0.0-3.0-182.0-4.0","44","50477","1","null","","","","null","","90","","","165880","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","46700","111","52025","","100","",""
"","deliberation","","html-keyboard-response","378","167007","0.0-3.0-184.0-0.0","44","50477","1","null","","","","null","","91","","","165991","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","B","0","0","","original","2100","4","2","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","1000","46800","1016","52136","","","",""
"","deliberation_no_response","","html-keyboard-response","379","167120","0.0-3.0-184.0-3.0-0.0","44","50477","1","null","","","","null","","91","","","167007","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","47800","113","53152","1","","",""
"","iti","","html-keyboard-response","380","167231","0.0-3.0-184.0-4.0","44","50477","1","null","","","","null","","91","","","167120","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","47900","111","53265","","100","",""
"","deliberation","","html-keyboard-response","381","167744","0.0-3.0-186.0-0.0","44","50477","1","null","","","","null","","92","","","167231","","","","","","","","","","1","L","0","500","right","scramble","1100","4","2","29","17","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NaN","NaN","500","48000","513","53376","","","",""
"","scramble_prompt","","html-keyboard-response","382","168254","0.0-3.0-186.0-1.0-0.0","44","50477","1","null","","","","null","","92","","","167744","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","500","48500","510","53889","","500","0","1"
"","deliberation_no_response","","html-keyboard-response","383","168362","0.0-3.0-186.0-3.0-0.0","44","50477","1","null","","","","null","","92","","","168254","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","49000","108","54399","1","","",""
"","iti","","html-keyboard-response","384","168480","0.0-3.0-186.0-4.0","44","50477","1","null","","","","null","","92","","","168362","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","49100","118","54507","","100","",""
"","deliberation","","html-keyboard-response","385","169496","0.0-3.0-188.0-0.0","44","50477","1","null","","","","null","","93","","","168480","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","A","0","0","","original","1100","4","2","0","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","1000","49200","1016","54625","","","",""
"","deliberation_no_response","","html-keyboard-response","386","169605","0.0-3.0-188.0-3.0-0.0","44","50477","1","null","","","","null","","93","","","169496","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","50200","109","55641","1","","",""
"","iti","","html-keyboard-response","387","169714","0.0-3.0-188.0-4.0","44","50477","1","null","","","","null","","93","","","169605","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","50300","109","55750","","100","",""
"","deliberation","","html-keyboard-response","388","170432","0.0-3.0-190.0-0.0","44","50477","1","null","","","","null","","94","","","169714","","","","","","","","","","1","I","0","700","left","scramble","2700","4","2","27","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","700","50400","718","55859","","","",""
"","scramble_prompt","","html-keyboard-response","389","170739","0.0-3.0-190.0-1.0-0.0","44","50477","1","null","","","","null","","94","","","170432","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","300","51100","307","56577","","300","0","1"
"","deliberation_no_response","","html-keyboard-response","390","170850","0.0-3.0-190.0-3.0-0.0","44","50477","1","null","","","","null","","94","","","170739","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","51400","111","56884","1","","",""
"","iti","","html-keyboard-response","391","170964","0.0-3.0-190.0-4.0","44","50477","1","null","","","","null","","94","","","170850","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","51500","114","56995","","100","",""
"","deliberation","","html-keyboard-response","392","171076","0.0-3.0-192.0-0.0","44","50477","1","null","","","","null","","95","","","170964","","","","","","","","","","1","K","0","100","right","scramble","2300","4","2","32","43","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","100","51600","112","57109","","","",""
"","scramble_prompt","","html-keyboard-response","393","171989","0.0-3.0-192.0-1.0-0.0","44","50477","1","null","","","","null","","95","","","171076","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","900","51700","913","57221","","900","0","1"
"","deliberation_no_response","","html-keyboard-response","394","172102","0.0-3.0-192.0-3.0-0.0","44","50477","1","null","","","","null","","95","","","171989","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","52600","113","58134","1","","",""
"","iti","","html-keyboard-response","395","172211","0.0-3.0-192.0-4.0","44","50477","1","null","","","","null","","95","","","172102","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","52700","109","58247","","100","",""
"","deliberation","","html-keyboard-response","396","173219","0.0-3.0-194.0-0.0","44","50477","1","null","","","","null","","96","","","172211","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","D","0","0","","original","1600","4","2","44","19","objects","faces","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","50","50","1000","52800","1008","58356","","","",""
"","deliberation_no_response","","html-keyboard-response","397","173331","0.0-3.0-194.0-3.0-0.0","44","50477","1","null","","","","null","","96","","","173219","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","53800","112","59364","1","","",""
"","iti","","html-keyboard-response","398","173448","0.0-3.0-194.0-4.0","44","50477","1","null","","","","null","","96","","","173331","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","53900","117","59476","","100","",""
"","deliberation","","html-keyboard-response","399","174958","0.0-3.0-196.0-0.0","44","50477","1","null","","","","null","","97","","","173448","","","","","","","","","","1","H","0","1500","left","scramble","2600","4","2","22","7","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","NaN","NaN","1500","54000","1510","59593","","","",""
"","scramble_prompt","","html-keyboard-response","400","174968","0.0-3.0-196.0-1.0-0.0","44","50477","1","null","","","","null","","97","","","174958","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","-500","55500","10","61103","","-500","0","1"
"","deliberation_no_response","","html-keyboard-response","401","175075","0.0-3.0-196.0-3.0-0.0","44","50477","1","null","","","","null","","97","","","174968","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","55000","107","61113","1","","",""
"","iti","","html-keyboard-response","402","175190","0.0-3.0-196.0-4.0","44","50477","1","null","","","","null","","97","","","175075","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","55100","115","61220","","100","",""
"","deliberation","","html-keyboard-response","403","175402","0.0-3.0-198.0-0.0","44","50477","1","null","","","","null","","98","","","175190","","","","","","","","","","1","F","0","200","left","scramble","1700","4","2","14","35","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","NaN","NaN","200","55200","212","61335","","","",""
"","scramble_prompt","","html-keyboard-response","404","176214","0.0-3.0-198.0-1.0-0.0","44","50477","1","null","","","","null","","98","","","175402","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","4","","","","","","","","","","800","55400","812","61547","","800","0","1"
"","deliberation_no_response","","html-keyboard-response","405","176323","0.0-3.0-198.0-3.0-0.0","44","50477","1","null","","","","null","","98","","","176214","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","56200","109","62359","1","","",""
"","iti","","html-keyboard-response","406","176439","0.0-3.0-198.0-4.0","44","50477","1","null","","","","null","","98","","","176323","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","56300","116","62468","","100","",""
"","deliberation","","html-keyboard-response","407","177453","0.0-3.0-200.0-0.0","44","50477","1","null","","","","null","","99","","","176439","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","H","0","0","","original","3800","4","2","22","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","50","50","1000","56400","1014","62584","","","",""
"","deliberation_no_response","","html-keyboard-response","408","177566","0.0-3.0-200.0-3.0-0.0","44","50477","1","null","","","","null","","99","","","177453","","","","","","","","","","1","","","","","","","4","","","","","","","","","","100","57400","113","63598","1","","",""
"","iti","","html-keyboard-response","409","177674","0.0-3.0-200.0-4.0","44","50477","1","null","","","","null","","99","","","177566","","","","","","","","","","","","","","","","","4","","","","","","","","","","100","57500","108","63711","","100","",""
