"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","486","710629","0.0-2.0-208.0-0.0","35","50734","Male","NaN","","","","null","NaN","206","","Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg","710211","1","faces","","0","1","0","400","277000","418","284023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","487","710938","0.0-2.0-208.0-1.0","35","50734","Male","null","","","","null","","206","","","710629","1","","","","","","300","277400","309","284441","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","488","711347","0.0-2.0-209.0-0.0","35","50734","Male","360","","","","68","0","207","","Stimuli/Experimental_stims/localizer/faces/juan-encalada-WC7KIHo13Fc-unsplash.jpg","710938","1","faces","","0","0","1","400","277700","409","284750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","489","711654","0.0-2.0-209.0-1.0","35","50734","Male","null","","","","null","","207","","","711347","1","","","","","","300","278100","307","285159","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","490","712071","0.0-2.0-210.0-0.0","35","50734","Male","NaN","","","","null","NaN","208","","Stimuli/Experimental_stims/localizer/faces/matheus-ferrero-W7b3eDUb_2I-unsplash.jpg","711654","1","faces","","0","1","0","400","278400","417","285466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","491","712378","0.0-2.0-210.0-1.0","35","50734","Male","null","","","","null","","208","","","712071","1","","","","","","300","278800","307","285883","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","492","712789","0.0-2.0-211.0-0.0","35","50734","Male","NaN","","","","null","NaN","209","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","712378","1","faces","","0","1","0","400","279100","411","286190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","493","713123","0.0-2.0-211.0-1.0","35","50734","Male","null","","","","null","","209","","","712789","1","","","","","","300","279500","334","286601","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","494","713531","0.0-2.0-212.0-0.0","35","50734","Male","NaN","","","","null","NaN","210","","Stimuli/Experimental_stims/localizer/faces/ayo-ogunseinde-sibVwORYqs0-unsplash.jpg","713123","1","faces","","0","1","0","400","279800","408","286935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","495","713839","0.0-2.0-212.0-1.0","35","50734","Male","null","","","","null","","210","","","713531","1","","","","","","300","280200","308","287343","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","496","714308","0.0-2.0-213.0-0.0","35","50734","Male","110","","","","68","0","211","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-Py8F6-hRn5o-unsplash.jpg","713839","1","faces","","1","0","0","400","280500","469","287651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","497","714617","0.0-2.0-213.0-1.0","35","50734","Male","null","","","","null","","211","","","714308","1","","","","","","300","280900","309","288120","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","498","715028","0.0-2.0-214.0-0.0","35","50734","Male","NaN","","","","null","NaN","212","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","714617","1","faces","","0","1","0","400","281200","411","288429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","499","715336","0.0-2.0-214.0-1.0","35","50734","Male","null","","","","null","","212","","","715028","1","","","","","","300","281600","308","288840","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","500","715745","0.0-2.0-215.0-0.0","35","50734","Male","NaN","","","","null","NaN","213","","Stimuli/Experimental_stims/localizer/faces/carlos-vaz-KP4bxnxAilU-unsplash.jpg","715336","1","faces","","0","1","0","400","281900","409","289148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","501","716168","0.0-2.0-215.0-1.0","35","50734","Male","null","","","","null","","213","","","715745","1","","","","","","300","282300","423","289557","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","502","716608","0.0-2.0-216.0-0.0","35","50734","Male","NaN","","","","null","NaN","214","","Stimuli/Experimental_stims/localizer/faces/etty-fidele-nF8eo2nX374-unsplash.jpg","716168","1","faces","","0","1","0","400","282600","440","289980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","503","716924","0.0-2.0-216.0-1.0","35","50734","Male","null","","","","null","","214","","","716608","1","","","","","","300","283000","316","290420","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","504","717333","0.0-2.0-217.0-0.0","35","50734","Male","NaN","","","","null","NaN","215","","Stimuli/Experimental_stims/localizer/faces/cdc-ddKBuWekZr0-unsplash.jpg","716924","1","faces","","0","1","0","400","283300","409","290736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","505","717640","0.0-2.0-217.0-1.0","35","50734","Male","null","","","","null","","215","","","717333","1","","","","","","300","283700","307","291145","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","506","718066","0.0-2.0-218.0-0.0","35","50734","Male","NaN","","","","null","NaN","216","","Stimuli/Experimental_stims/localizer/faces/binh-ly-k_4A59MzZTY-unsplash.jpg","717640","1","faces","","0","1","0","400","284000","426","291452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","507","718374","0.0-2.0-218.0-1.0","35","50734","Male","null","","","","null","","216","","","718066","1","","","","","","300","284400","308","291878","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","508","718783","0.0-2.0-219.0-0.0","35","50734","Male","NaN","","","","null","NaN","217","","Stimuli/Experimental_stims/localizer/faces/ben-scott-tWb7IsL9CnY-unsplash.jpg","718374","1","faces","","0","1","0","400","284700","409","292186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","509","719091","0.0-2.0-219.0-1.0","35","50734","Male","null","","","","null","","217","","","718783","1","","","","","","300","285100","308","292595","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","510","719500","0.0-2.0-220.0-0.0","35","50734","Male","NaN","","","","null","NaN","218","","Stimuli/Experimental_stims/localizer/faces/drew-hays-agGIKYs4mYs-unsplash.jpg","719091","1","faces","","0","1","0","400","285400","409","292903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","511","719808","0.0-2.0-220.0-1.0","35","50734","Male","null","","","","null","","218","","","719500","1","","","","","","300","285800","308","293312","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","512","720223","0.0-2.0-221.0-0.0","35","50734","Male","10","","","","68","0","219","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg","719808","1","faces","","0","0","1","400","286100","415","293620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","513","720549","0.0-2.0-221.0-1.0","35","50734","Male","null","","","","null","","219","","","720223","1","","","","","","300","286500","326","294035","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","514","720959","0.0-2.0-222.0-0.0","35","50734","Male","1","","","","68","0","220","","Stimuli/Experimental_stims/localizer/faces/vince-fleming-j3lf-Jn6deo-unsplash.jpg","720549","1","faces","","0","0","1","400","286800","410","294361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","515","721269","0.0-2.0-222.0-1.0","35","50734","Male","null","","","","null","","220","","","720959","1","","","","","","300","287200","310","294771","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","516","721678","0.0-2.0-223.0-0.0","35","50734","Male","120","","","","68","0","221","","Stimuli/Experimental_stims/localizer/faces/james-marty-h1BuNJZzpC8-unsplash.jpg","721269","1","faces","","0","0","1","400","287500","409","295081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","517","722002","0.0-2.0-223.0-1.0","35","50734","Male","null","","","","null","","221","","","721678","1","","","","","","300","287900","324","295490","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","518","722411","0.0-2.0-224.0-0.0","35","50734","Male","250","","","","68","0","222","","Stimuli/Experimental_stims/localizer/faces/ihor-saveliev-3POm-bxWIN8-unsplash.jpg","722002","1","faces","","0","0","1","400","288200","409","295814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","519","722718","0.0-2.0-224.0-1.0","35","50734","Male","null","","","","null","","222","","","722411","1","","","","","","300","288600","307","296223","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","520","723134","0.0-2.0-225.0-0.0","35","50734","Male","337","","","","68","0","223","","Stimuli/Experimental_stims/localizer/faces/rui-silvestre-hAMJpesMeDE-unsplash.jpg","722718","1","faces","","0","0","1","400","288900","416","296530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","521","723441","0.0-2.0-225.0-1.0","35","50734","Male","null","","","","null","","223","","","723134","1","","","","","","300","289300","307","296946","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","522","723849","0.0-2.0-226.0-0.0","35","50734","Male","318","","","","68","0","224","","Stimuli/Experimental_stims/localizer/faces/filipe-almeida-mnEWC72eWDM-unsplash.jpg","723441","1","faces","","0","0","1","400","289600","408","297253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","523","724160","0.0-2.0-226.0-1.0","35","50734","Male","null","","","","null","","224","","","723849","1","","","","","","300","290000","311","297661","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","524","724606","0.0-2.0-227.0-0.0","35","50734","Male","NaN","","","","null","NaN","225","","Stimuli/Experimental_stims/localizer/faces/ayo-ogunseinde-6W4F62sN_yI-unsplash.jpg","724160","1","faces","","1","1","0","400","290300","446","297972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","525","738629","0.0-2.0-227.0-1.0","35","50734","Male","null","","","","null","","225","","","724606","1","","","","","","14000","290700","14023","298418","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","526","739045","0.0-2.0-228.0-0.0","35","50734","Male","NaN","","","","null","NaN","226","","Stimuli/Experimental_stims/localizer/outdoor_scenes/federico-beccari-kRnkqSKZODQ-unsplash.jpg","738629","1","outdoor_scenes","","0","1","0","400","304700","416","312441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","527","739353","0.0-2.0-228.0-1.0","35","50734","Male","null","","","","null","","226","","","739045","1","","","","","","300","305100","308","312857","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","528","739825","0.0-2.0-229.0-0.0","35","50734","Male","354","","","","68","0","227","","Stimuli/Experimental_stims/localizer/outdoor_scenes/alessio-furlan-Vw3a0HgE7AM-unsplash.jpg","739353","1","outdoor_scenes","","1","0","0","400","305400","472","313165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","529","740131","0.0-2.0-229.0-1.0","35","50734","Male","null","","","","null","","227","","","739825","1","","","","","","300","305800","306","313637","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","530","740541","0.0-2.0-230.0-0.0","35","50734","Male","53","","","","75","1","228","","Stimuli/Experimental_stims/localizer/outdoor_scenes/fabian-quintero-UWQP2mh5YJI-unsplash.jpg","740131","1","outdoor_scenes","","0","0","0","400","306100","410","313943","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","531","740889","0.0-2.0-230.0-1.0","35","50734","Male","null","","","","null","","228","","","740541","1","","","","","","300","306500","348","314353","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","532","741301","0.0-2.0-231.0-0.0","35","50734","Male","NaN","","","","null","NaN","229","","Stimuli/Experimental_stims/localizer/outdoor_scenes/benjamin-davies-Zm2n2O7Fph4-unsplash.jpg","740889","1","outdoor_scenes","","0","1","0","400","306800","412","314701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","533","741609","0.0-2.0-231.0-1.0","35","50734","Male","null","","","","null","","229","","","741301","1","","","","","","300","307200","308","315113","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","534","742024","0.0-2.0-232.0-0.0","35","50734","Male","NaN","","","","null","NaN","230","","Stimuli/Experimental_stims/localizer/outdoor_scenes/nikola-majksner-hXNGeAFOgT4-unsplash.jpg","741609","1","outdoor_scenes","","0","1","0","400","307500","415","315421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","535","742337","0.0-2.0-232.0-1.0","35","50734","Male","null","","","","null","","230","","","742024","1","","","","","","300","307900","313","315836","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","536","742745","0.0-2.0-233.0-0.0","35","50734","Male","NaN","","","","null","NaN","231","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kalen-emsley-Bkci_8qcdvQ-unsplash.jpg","742337","1","outdoor_scenes","","0","1","0","400","308200","408","316149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","537","743053","0.0-2.0-233.0-1.0","35","50734","Male","null","","","","null","","231","","","742745","1","","","","","","300","308600","308","316557","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","538","743461","0.0-2.0-234.0-0.0","35","50734","Male","176","","","","68","0","232","","Stimuli/Experimental_stims/localizer/outdoor_scenes/adam-kool-ndN00KmbJ1c-unsplash.jpg","743053","1","outdoor_scenes","","0","0","1","400","308900","408","316865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","539","743777","0.0-2.0-234.0-1.0","35","50734","Male","null","","","","null","","232","","","743461","1","","","","","","300","309300","316","317273","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","540","744191","0.0-2.0-235.0-0.0","35","50734","Male","NaN","","","","null","NaN","233","","Stimuli/Experimental_stims/localizer/outdoor_scenes/gabriel-garcia-marengo-ht9aLtovtSo-unsplash.jpg","743777","1","outdoor_scenes","","0","1","0","400","309600","414","317589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","541","744501","0.0-2.0-235.0-1.0","35","50734","Male","null","","","","null","","233","","","744191","1","","","","","","300","310000","310","318003","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","542","744915","0.0-2.0-236.0-0.0","35","50734","Male","NaN","","","","null","NaN","234","","Stimuli/Experimental_stims/localizer/outdoor_scenes/hendrik-cornelissen--qrcOR33ErA-unsplash.jpg","744501","1","outdoor_scenes","","0","1","0","400","310300","414","318313","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","543","745224","0.0-2.0-236.0-1.0","35","50734","Male","null","","","","null","","234","","","744915","1","","","","","","300","310700","309","318727","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","544","745638","0.0-2.0-237.0-0.0","35","50734","Male","NaN","","","","null","NaN","235","","Stimuli/Experimental_stims/localizer/outdoor_scenes/alice-donovan-rouse-pZ61ZA8QgcY-unsplash.jpg","745224","1","outdoor_scenes","","0","1","0","400","311000","414","319036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","545","745953","0.0-2.0-237.0-1.0","35","50734","Male","null","","","","null","","235","","","745638","1","","","","","","300","311400","315","319450","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","546","746368","0.0-2.0-238.0-0.0","35","50734","Male","NaN","","","","null","NaN","236","","Stimuli/Experimental_stims/localizer/outdoor_scenes/andres-sanz-uILhNE1VcwA-unsplash.jpg","745953","1","outdoor_scenes","","0","1","0","400","311700","415","319765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","547","746679","0.0-2.0-238.0-1.0","35","50734","Male","null","","","","null","","236","","","746368","1","","","","","","300","312100","311","320180","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","548","747098","0.0-2.0-239.0-0.0","35","50734","Male","NaN","","","","null","NaN","237","","Stimuli/Experimental_stims/localizer/outdoor_scenes/tomasz-filipek-CUWC-6MRcNg-unsplash.jpg","746679","1","outdoor_scenes","","0","1","0","400","312400","419","320491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","549","747422","0.0-2.0-239.0-1.0","35","50734","Male","null","","","","null","","237","","","747098","1","","","","","","300","312800","324","320910","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","550","747841","0.0-2.0-240.0-0.0","35","50734","Male","NaN","","","","null","NaN","238","","Stimuli/Experimental_stims/localizer/outdoor_scenes/eberhard-grossgasteiger-y2azHvupCVo-unsplash.jpg","747422","1","outdoor_scenes","","0","1","0","400","313100","419","321234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","551","748211","0.0-2.0-240.0-1.0","35","50734","Male","null","","","","null","","238","","","747841","1","","","","","","300","313500","370","321653","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","552","748622","0.0-2.0-241.0-0.0","35","50734","Male","170","","","","68","0","239","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ricardo-gomez-angel-dTSaC-S-7fs-unsplash.jpg","748211","1","outdoor_scenes","","0","0","1","400","313800","411","322023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","553","748928","0.0-2.0-241.0-1.0","35","50734","Male","null","","","","null","","239","","","748622","1","","","","","","300","314200","306","322434","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","554","749335","0.0-2.0-242.0-0.0","35","50734","Male","62","","","","68","0","240","","Stimuli/Experimental_stims/localizer/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","748928","1","outdoor_scenes","","1","0","0","400","314500","407","322740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","555","749651","0.0-2.0-242.0-1.0","35","50734","Male","null","","","","null","","240","","","749335","1","","","","","","300","314900","316","323147","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","556","750061","0.0-2.0-243.0-0.0","35","50734","Male","113","","","","75","1","241","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-lee-oMneOBYhJxY-unsplash.jpg","749651","1","outdoor_scenes","","0","0","0","400","315200","410","323463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","557","750373","0.0-2.0-243.0-1.0","35","50734","Male","null","","","","null","","241","","","750061","1","","","","","","300","315600","312","323873","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","558","750791","0.0-2.0-244.0-0.0","35","50734","Male","NaN","","","","null","NaN","242","","Stimuli/Experimental_stims/localizer/outdoor_scenes/neom-THlO6Mkf5uI-unsplash.jpg","750373","1","outdoor_scenes","","0","1","0","400","315900","418","324185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","559","751102","0.0-2.0-244.0-1.0","35","50734","Male","null","","","","null","","242","","","750791","1","","","","","","300","316300","311","324603","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","560","751518","0.0-2.0-245.0-0.0","35","50734","Male","NaN","","","","null","NaN","243","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-mark-arnold-XNIjmb6Ax04-unsplash.jpg","751102","1","outdoor_scenes","","0","1","0","400","316600","416","324914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","561","751827","0.0-2.0-245.0-1.0","35","50734","Male","null","","","","null","","243","","","751518","1","","","","","","300","317000","309","325330","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","562","752243","0.0-2.0-246.0-0.0","35","50734","Male","NaN","","","","null","NaN","244","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sean-oulashin-KMn4VEeEPR8-unsplash.jpg","751827","1","outdoor_scenes","","0","1","0","400","317300","416","325639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","563","752549","0.0-2.0-246.0-1.0","35","50734","Male","null","","","","null","","244","","","752243","1","","","","","","300","317700","306","326055","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","564","752957","0.0-2.0-247.0-0.0","35","50734","Male","NaN","","","","null","NaN","245","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-fowler-aaIN3y2zcMQ-unsplash.jpg","752549","1","outdoor_scenes","","0","1","0","400","318000","408","326361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","565","766975","0.0-2.0-247.0-1.0","35","50734","Male","null","","","","null","","245","","","752957","1","","","","","","14000","318400","14018","326769","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_localizer_phase","","html-keyboard-response","566","776824","0.0-2.0-247.0-4.0-0.0","35","50734","Male","9767","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
