"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","missed_checkup","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_localizer","","html-keyboard-response","338","264501","0.0-2.0-134.0-1.0","24","74897","female","null","","","","null","","","132","","","264196","1","","","","","","300","170800","305","172240","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","339","264908","0.0-2.0-135.0-0.0","24","74897","female","NaN","","","","null","","NaN","133","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","264501","1","faces","","0","1","0","400","171100","407","172545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","340","265213","0.0-2.0-135.0-1.0","24","74897","female","null","","","","null","","","133","","","264908","1","","","","","","300","171500","305","172952","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","341","265618","0.0-2.0-136.0-0.0","24","74897","female","NaN","","","","null","","NaN","134","","Stimuli/Experimental_stims/localizer/faces/elijah-hiett-umfpFoKxIVg-unsplash.jpg","265213","1","faces","","0","1","0","400","171800","405","173257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","342","265923","0.0-2.0-136.0-1.0","24","74897","female","null","","","","null","","","134","","","265618","1","","","","","","300","172200","305","173662","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","343","266329","0.0-2.0-137.0-0.0","24","74897","female","NaN","","","","null","","NaN","135","","Stimuli/Experimental_stims/localizer/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","265923","1","faces","","0","1","0","400","172500","406","173967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","344","266632","0.0-2.0-137.0-1.0","24","74897","female","null","","","","null","","","135","","","266329","1","","","","","","300","172900","303","174373","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","345","267038","0.0-2.0-138.0-0.0","24","74897","female","NaN","","","","null","","NaN","136","","Stimuli/Experimental_stims/localizer/faces/matheus-ferrero-W7b3eDUb_2I-unsplash.jpg","266632","1","faces","","0","1","0","400","173200","406","174676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","346","267346","0.0-2.0-138.0-1.0","24","74897","female","null","","","","null","","","136","","","267038","1","","","","","","300","173600","308","175082","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","347","267751","0.0-2.0-139.0-0.0","24","74897","female","NaN","","","","null","","NaN","137","","Stimuli/Experimental_stims/localizer/faces/imansyah-muhamad-putera-n4KewLKFOZw-unsplash.jpg","267346","1","faces","","0","1","0","400","173900","405","175390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","348","268055","0.0-2.0-139.0-1.0","24","74897","female","null","","","","null","","","137","","","267751","1","","","","","","300","174300","304","175795","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","349","268461","0.0-2.0-140.0-0.0","24","74897","female","NaN","","","","null","","NaN","138","","Stimuli/Experimental_stims/localizer/faces/philip-martin-5aGUyCW_PJw-unsplash.jpg","268055","1","faces","","0","1","0","400","174600","406","176099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","350","268766","0.0-2.0-140.0-1.0","24","74897","female","null","","","","null","","","138","","","268461","1","","","","","","300","175000","305","176505","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","351","269174","0.0-2.0-141.0-0.0","24","74897","female","NaN","","","","null","","NaN","139","","Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg","268766","1","faces","","0","1","0","400","175300","408","176810","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","352","269479","0.0-2.0-141.0-1.0","24","74897","female","null","","","","null","","","139","","","269174","1","","","","","","300","175700","305","177218","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","353","269885","0.0-2.0-142.0-0.0","24","74897","female","NaN","","","","null","","NaN","140","","Stimuli/Experimental_stims/localizer/faces/jimmy-fermin-bqe0J0b26RQ-unsplash.jpg","269479","1","faces","","0","1","0","400","176000","406","177523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","354","270190","0.0-2.0-142.0-1.0","24","74897","female","null","","","","null","","","140","","","269885","1","","","","","","300","176400","305","177929","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","355","270596","0.0-2.0-143.0-0.0","24","74897","female","NaN","","","","null","","NaN","141","","Stimuli/Experimental_stims/localizer/faces/joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","270190","1","faces","","0","1","0","400","176700","406","178234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","356","270900","0.0-2.0-143.0-1.0","24","74897","female","null","","","","null","","","141","","","270596","1","","","","","","300","177100","304","178640","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","357","271306","0.0-2.0-144.0-0.0","24","74897","female","NaN","","","","null","","NaN","142","","Stimuli/Experimental_stims/localizer/faces/prince-akachi-LWkFHEGpleE-unsplash.jpg","270900","1","faces","","1","1","0","400","177400","406","178944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","358","271611","0.0-2.0-144.0-1.0","24","74897","female","null","","","","null","","","142","","","271306","1","","","","","","300","177800","305","179350","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","359","272016","0.0-2.0-145.0-0.0","24","74897","female","NaN","","","","null","","NaN","143","","Stimuli/Experimental_stims/localizer/faces/binh-ly-k_4A59MzZTY-unsplash.jpg","271611","1","faces","","0","1","0","400","178100","405","179655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","360","272320","0.0-2.0-145.0-1.0","24","74897","female","null","","","","null","","","143","","","272016","1","","","","","","300","178500","304","180060","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","361","272725","0.0-2.0-146.0-0.0","24","74897","female","95","","","","68","","0","144","","Stimuli/Experimental_stims/localizer/faces/ben-scott-tWb7IsL9CnY-unsplash.jpg","272320","1","faces","","0","0","1","400","178800","405","180364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","362","273030","0.0-2.0-146.0-1.0","24","74897","female","null","","","","null","","","144","","","272725","1","","","","","","300","179200","305","180769","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","363","273435","0.0-2.0-147.0-0.0","24","74897","female","10","","","","68","","0","145","","Stimuli/Experimental_stims/localizer/faces/hassan-khan-EGVccebWodM-unsplash.jpg","273030","1","faces","","0","0","1","400","179500","405","181074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","364","287440","0.0-2.0-147.0-1.0","24","74897","female","null","","","","null","","","145","","","273435","1","","","","","","14000","179900","14005","181479","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","365","287846","0.0-2.0-148.0-0.0","24","74897","female","NaN","","","","null","","NaN","146","","Stimuli/Experimental_stims/localizer/outdoor_scenes/wil-stewart-pHANr-CpbYM-unsplash.jpg","287440","1","outdoor_scenes","","0","1","0","400","193900","406","195484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","366","288151","0.0-2.0-148.0-1.0","24","74897","female","null","","","","null","","","146","","","287846","1","","","","","","300","194300","305","195890","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","367","288557","0.0-2.0-149.0-0.0","24","74897","female","170","","","","68","","0","147","","Stimuli/Experimental_stims/localizer/outdoor_scenes/mark-harpur-K2s_YE031CA-unsplash.jpg","288151","1","outdoor_scenes","","0","0","1","400","194600","406","196195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","368","288862","0.0-2.0-149.0-1.0","24","74897","female","null","","","","null","","","147","","","288557","1","","","","","","300","195000","305","196601","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","369","289268","0.0-2.0-150.0-0.0","24","74897","female","18","","","","68","","0","148","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kace-rodriguez-p3OzJuT_Dks-unsplash.jpg","288862","1","outdoor_scenes","","1","0","0","400","195300","406","196906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","370","289573","0.0-2.0-150.0-1.0","24","74897","female","null","","","","null","","","148","","","289268","1","","","","","","300","195700","305","197312","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","371","289978","0.0-2.0-151.0-0.0","24","74897","female","NaN","","","","null","","NaN","149","","Stimuli/Experimental_stims/localizer/outdoor_scenes/solotravelgoals-7kLufxYoqWk-unsplash.jpg","289573","1","outdoor_scenes","","0","1","0","400","196000","405","197617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","372","290283","0.0-2.0-151.0-1.0","24","74897","female","null","","","","null","","","149","","","289978","1","","","","","","300","196400","305","198022","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","373","290689","0.0-2.0-152.0-0.0","24","74897","female","NaN","","","","null","","NaN","150","","Stimuli/Experimental_stims/localizer/outdoor_scenes/marcelo-quinan-u0ZgqJD55pE-unsplash.jpg","290283","1","outdoor_scenes","","0","1","0","400","196700","406","198327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","374","290994","0.0-2.0-152.0-1.0","24","74897","female","null","","","","null","","","150","","","290689","1","","","","","","300","197100","305","198733","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","375","291400","0.0-2.0-153.0-0.0","24","74897","female","NaN","","","","null","","NaN","151","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jaanus-jagomagi-FddgewYQF2M-unsplash.jpg","290994","1","outdoor_scenes","","0","1","0","400","197400","406","199038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","376","291704","0.0-2.0-153.0-1.0","24","74897","female","null","","","","null","","","151","","","291400","1","","","","","","300","197800","304","199444","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","377","292110","0.0-2.0-154.0-0.0","24","74897","female","NaN","","","","null","","NaN","152","","Stimuli/Experimental_stims/localizer/outdoor_scenes/tim-swaan-eOpewngf68w-unsplash (1).jpg","291704","1","outdoor_scenes","","0","1","0","400","198100","406","199748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","378","292415","0.0-2.0-154.0-1.0","24","74897","female","null","","","","null","","","152","","","292110","1","","","","","","300","198500","305","200154","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","379","292821","0.0-2.0-155.0-0.0","24","74897","female","NaN","","","","null","","NaN","153","","Stimuli/Experimental_stims/localizer/outdoor_scenes/alice-donovan-rouse-pZ61ZA8QgcY-unsplash.jpg","292415","1","outdoor_scenes","","0","1","0","400","198800","406","200459","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","380","293128","0.0-2.0-155.0-1.0","24","74897","female","null","","","","null","","","153","","","292821","1","","","","","","300","199200","307","200865","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","381","293533","0.0-2.0-156.0-0.0","24","74897","female","NaN","","","","null","","NaN","154","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jeremy-cai-ucYWe5mzTMU-unsplash.jpg","293128","1","outdoor_scenes","","0","1","0","400","199500","405","201172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","382","293838","0.0-2.0-156.0-1.0","24","74897","female","null","","","","null","","","154","","","293533","1","","","","","","300","199900","305","201577","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","383","294244","0.0-2.0-157.0-0.0","24","74897","female","NaN","","","","null","","NaN","155","","Stimuli/Experimental_stims/localizer/outdoor_scenes/julien-lavallee-X2DE1VmN7x4-unsplash.jpg","293838","1","outdoor_scenes","","0","1","0","400","200200","406","201882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","384","294548","0.0-2.0-157.0-1.0","24","74897","female","null","","","","null","","","155","","","294244","1","","","","","","300","200600","304","202288","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","385","294955","0.0-2.0-158.0-0.0","24","74897","female","NaN","","","","null","","NaN","156","","Stimuli/Experimental_stims/localizer/outdoor_scenes/daniel-roe-lpjb_UMOyx8-unsplash.jpg","294548","1","outdoor_scenes","","0","1","0","400","200900","407","202592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","386","295259","0.0-2.0-158.0-1.0","24","74897","female","null","","","","null","","","156","","","294955","1","","","","","","300","201300","304","202999","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","387","295665","0.0-2.0-159.0-0.0","24","74897","female","NaN","","","","null","","NaN","157","","Stimuli/Experimental_stims/localizer/outdoor_scenes/luca-micheli-ruWkmt3nU58-unsplash.jpg","295259","1","outdoor_scenes","","0","1","0","400","201600","406","203303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","388","295969","0.0-2.0-159.0-1.0","24","74897","female","null","","","","null","","","157","","","295665","1","","","","","","300","202000","304","203709","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","389","296375","0.0-2.0-160.0-0.0","24","74897","female","NaN","","","","null","","NaN","158","","Stimuli/Experimental_stims/localizer/outdoor_scenes/federico-beccari-kRnkqSKZODQ-unsplash.jpg","295969","1","outdoor_scenes","","0","1","0","400","202300","406","204013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","390","296680","0.0-2.0-160.0-1.0","24","74897","female","null","","","","null","","","158","","","296375","1","","","","","","300","202700","305","204419","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","391","297088","0.0-2.0-161.0-0.0","24","74897","female","NaN","","","","null","","NaN","159","","Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg","296680","1","outdoor_scenes","","0","1","0","400","203000","408","204724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","392","297394","0.0-2.0-161.0-1.0","24","74897","female","null","","","","null","","","159","","","297088","1","","","","","","300","203400","306","205132","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","393","297800","0.0-2.0-162.0-0.0","24","74897","female","NaN","","","","null","","NaN","160","","Stimuli/Experimental_stims/localizer/outdoor_scenes/erol-ahmed-d3pTF3r_hwY-unsplash.jpg","297394","1","outdoor_scenes","","0","1","0","400","203700","406","205438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","394","298105","0.0-2.0-162.0-1.0","24","74897","female","null","","","","null","","","160","","","297800","1","","","","","","300","204100","305","205844","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","395","298511","0.0-2.0-163.0-0.0","24","74897","female","NaN","","","","null","","NaN","161","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-mBQIfKlvowM-unsplash.jpg","298105","1","outdoor_scenes","","0","1","0","400","204400","406","206149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","396","298816","0.0-2.0-163.0-1.0","24","74897","female","null","","","","null","","","161","","","298511","1","","","","","","300","204800","305","206555","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","397","299224","0.0-2.0-164.0-0.0","24","74897","female","NaN","","","","null","","NaN","162","","Stimuli/Experimental_stims/localizer/outdoor_scenes/damian-patkowski-T-LfvX-7IVg-unsplash.jpg","298816","1","outdoor_scenes","","0","1","0","400","205100","408","206860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","398","299529","0.0-2.0-164.0-1.0","24","74897","female","null","","","","null","","","162","","","299224","1","","","","","","300","205500","305","207268","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","399","299935","0.0-2.0-165.0-0.0","24","74897","female","NaN","","","","null","","NaN","163","","Stimuli/Experimental_stims/localizer/outdoor_scenes/chang-qing-2YQoKbyGvDc-unsplash.jpg","299529","1","outdoor_scenes","","0","1","0","400","205800","406","207573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","400","300240","0.0-2.0-165.0-1.0","24","74897","female","null","","","","null","","","163","","","299935","1","","","","","","300","206200","305","207979","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","401","300647","0.0-2.0-166.0-0.0","24","74897","female","NaN","","","","null","","NaN","164","","Stimuli/Experimental_stims/localizer/outdoor_scenes/derek-mack-CcRZ4k3c6gA-unsplash.jpg","300240","1","outdoor_scenes","","1","1","0","400","206500","407","208284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","402","300952","0.0-2.0-166.0-1.0","24","74897","female","null","","","","null","","","164","","","300647","1","","","","","","300","206900","305","208691","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","403","301356","0.0-2.0-167.0-0.0","24","74897","female","NaN","","","","null","","NaN","165","","Stimuli/Experimental_stims/localizer/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","300952","1","outdoor_scenes","","0","1","0","400","207200","404","208996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","404","315361","0.0-2.0-167.0-1.0","24","74897","female","null","","","","null","","","165","","","301356","1","","","","","","14000","207600","14005","209400","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","405","315767","0.0-2.0-168.0-0.0","24","74897","female","NaN","","","","null","","NaN","166","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-3DZHTq_i7Qk-unsplash.jpg","315361","1","body_parts","","0","1","0","400","221600","406","223405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","406","316073","0.0-2.0-168.0-1.0","24","74897","female","null","","","","null","","","166","","","315767","1","","","","","","300","222000","306","223811","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","407","316479","0.0-2.0-169.0-0.0","24","74897","female","86","","","","68","","0","167","","Stimuli/Experimental_stims/localizer/body_parts/niu-niu-5HzOtV-FSlw-unsplash.jpg","316073","1","body_parts","","1","0","0","400","222300","406","224117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","408","316785","0.0-2.0-169.0-1.0","24","74897","female","null","","","","null","","","167","","","316479","1","","","","","","300","222700","306","224523","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","409","317191","0.0-2.0-170.0-0.0","24","74897","female","NaN","","","","null","","NaN","168","","Stimuli/Experimental_stims/localizer/body_parts/deborah-diem-ieVxpPjl1e0-unsplash.jpg","316785","1","body_parts","","0","1","0","400","223000","406","224829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","410","317497","0.0-2.0-170.0-1.0","24","74897","female","null","","","","null","","","168","","","317191","1","","","","","","300","223400","306","225235","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","411","317903","0.0-2.0-171.0-0.0","24","74897","female","NaN","","","","null","","NaN","169","","Stimuli/Experimental_stims/localizer/body_parts/matthew-wheeler-2_UxqsaDMmo-unsplash.jpg","317497","1","body_parts","","0","1","0","400","223700","406","225541","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","412","318207","0.0-2.0-171.0-1.0","24","74897","female","null","","","","null","","","169","","","317903","1","","","","","","300","224100","304","225947","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","413","318613","0.0-2.0-172.0-0.0","24","74897","female","NaN","","","","null","","NaN","170","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-pdynOoM7xmA-unsplash.jpg","318207","1","body_parts","","0","1","0","400","224400","406","226251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","414","318918","0.0-2.0-172.0-1.0","24","74897","female","null","","","","null","","","170","","","318613","1","","","","","","300","224800","305","226657","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","415","319325","0.0-2.0-173.0-0.0","24","74897","female","NaN","","","","null","","NaN","171","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-9Zf6yh7RYbQ-unsplash.jpg","318918","1","body_parts","","0","1","0","400","225100","407","226962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","416","319631","0.0-2.0-173.0-1.0","24","74897","female","null","","","","null","","","171","","","319325","1","","","","","","300","225500","306","227369","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","417","320037","0.0-2.0-174.0-0.0","24","74897","female","NaN","","","","null","","NaN","172","","Stimuli/Experimental_stims/localizer/body_parts/adrien-king-XzBluXxBoyQ-unsplash.jpg","319631","1","body_parts","","0","1","0","400","225800","406","227675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","418","320343","0.0-2.0-174.0-1.0","24","74897","female","null","","","","null","","","172","","","320037","1","","","","","","300","226200","306","228081","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","419","320748","0.0-2.0-175.0-0.0","24","74897","female","NaN","","","","null","","NaN","173","","Stimuli/Experimental_stims/localizer/body_parts/jeremy-yap-TfJEi17kA0w-unsplash.jpg","320343","1","body_parts","","0","1","0","400","226500","405","228387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
