"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","deliberation","","html-keyboard-response","755","2508818","0.0-3.0-72.0-0.0","28","76661","female","2109","","","","68","","35","","","2506697","1","","","","0","","2109","154900","2121","157489","","1","23","34","faces","body_parts","79","30","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","F","0","0","","original","1000","2","23","34","faces","body_parts","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","79","30","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","756","2509724","0.0-3.0-72.0-2.0-0.0","28","76661","female","null","","","","null","","35","","","2508818","","","","","","","891","157009","906","159610","891","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","757","2510744","0.0-3.0-72.0-4.0","28","76661","female","null","","","","null","","35","","","2509724","","","","","","","1000","157900","1020","160516","1000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","758","2512828","0.0-3.0-74.0-0.0","28","76661","female","2073","","","","75","","36","","","2510744","1","","","","0","","2073","158900","2084","161536","","0","26","11","body_parts","outdoor_scenes","77","73","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","C","0","0","","original","2400","2","11","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","73","77","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","759","2513773","0.0-3.0-74.0-2.0-0.0","28","76661","female","null","","","","null","","36","","","2512828","","","","","","","927","160973","945","163620","927","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","760","2516189","0.0-3.0-74.0-4.0","28","76661","female","null","","","","null","","36","","","2513773","","","","","","","2400","161900","2416","164565","2400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","761","2517518","0.0-3.0-76.0-0.0","28","76661","female","null","","","","null","","37","","","2516189","1","","","","1","","1300","164300","1329","166981","","","","","","","","","","","I","0","1300","right","scramble","3400","2","29","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","762","2518909","0.0-3.0-76.0-1.0-0.0","28","76661","female","1377","","","","75","","37","","","2517518","","","","","0","","1377","165600","1391","168310","1700","0","4","29","outdoor_scenes","body_parts","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","763","2519318","0.0-3.0-76.0-2.0-0.0","28","76661","female","null","","","","null","","37","","","2518909","","","","","","","323","166977","409","169701","323","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","764","2522738","0.0-3.0-76.0-4.0","28","76661","female","null","","","","null","","37","","","2519318","","","","","","","3400","167300","3420","170110","3400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","765","2524569","0.0-3.0-78.0-0.0","28","76661","female","null","","","","null","","38","","","2522738","1","","","","1","","1800","170700","1831","173530","","","","","","","","","","","J","0","1800","left","scramble","1200","2","21","45","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","766","2525292","0.0-3.0-78.0-1.0-0.0","28","76661","female","714","","","","68","","38","","","2524569","","","","","0","","714","172500","723","175361","1200","1","21","45","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","767","2525793","0.0-3.0-78.0-2.0-0.0","28","76661","female","null","","","","null","","38","","","2525292","","","","","","","486","173214","501","176084","486","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","768","2527012","0.0-3.0-78.0-4.0","28","76661","female","null","","","","null","","38","","","2525793","","","","","","","1200","173700","1219","176585","1200","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","769","2529836","0.0-3.0-80.0-0.0","28","76661","female","2811","","","","68","","39","","","2527012","1","","","","0","","2811","174900","2824","177804","","1","44","8","objects","outdoor_scenes","73","79","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","G","0","0","","original","2000","2","44","8","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","73","79","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","770","2530040","0.0-3.0-80.0-2.0-0.0","28","76661","female","null","","","","null","","39","","","2529836","","","","","","","189","177711","204","180628","189","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","771","2532061","0.0-3.0-80.0-4.0","28","76661","female","null","","","","null","","39","","","2530040","","","","","","","2000","177900","2021","180832","2000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","772","2534153","0.0-3.0-82.0-0.0","28","76661","female","2081","","","","75","","40","","","2532061","1","","","","0","","2081","179900","2092","182853","","0","18","35","faces","body_parts","78","87","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","L","0","0","","original","1600","2","35","18","body_parts","faces","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","87","78","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","773","2535085","0.0-3.0-82.0-2.0-0.0","28","76661","female","null","","","","null","","40","","","2534153","","","","","","","919","181981","932","184945","919","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","774","2536701","0.0-3.0-82.0-4.0","28","76661","female","null","","","","null","","40","","","2535085","","","","","","","1600","182900","1616","185877","1600","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","775","2538615","0.0-3.0-84.0-0.0","28","76661","female","null","","","","null","","41","","","2536701","1","","","","1","","1900","184500","1914","187493","","","","","","","","","","","D","0","1900","left","scramble","2800","2","39","13","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","776","2539313","0.0-3.0-84.0-1.0-0.0","28","76661","female","687","","","","68","","41","","","2538615","","","","","0","","687","186400","698","189407","1100","1","39","13","objects","faces","","","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","777","2539740","0.0-3.0-84.0-2.0-0.0","28","76661","female","null","","","","null","","41","","","2539313","","","","","","","413","187087","427","190105","413","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","778","2542552","0.0-3.0-84.0-4.0","28","76661","female","null","","","","null","","41","","","2539740","","","","","","","2800","187500","2812","190532","2800","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","779","2543976","0.0-3.0-86.0-0.0","28","76661","female","null","","","","null","","42","","","2542552","1","","","","1","","1400","190300","1424","193344","","","","","","","","","","","K","0","1400","right","scramble","1600","2","33","36","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","780","2544626","0.0-3.0-86.0-1.0-0.0","28","76661","female","636","","","","75","","42","","","2543976","","","","","0","","636","191700","650","194768","1600","0","36","33","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","781","2545610","0.0-3.0-86.0-2.0-0.0","28","76661","female","null","","","","null","","42","","","2544626","","","","","","","964","192336","984","195418","964","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","782","2547228","0.0-3.0-86.0-4.0","28","76661","female","null","","","","null","","42","","","2545610","","","","","","","1600","193300","1618","196402","1600","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","783","2548835","0.0-3.0-88.0-0.0","28","76661","female","1596","","","","75","","43","","","2547228","1","","","","0","","1596","194900","1607","198020","","0","13","39","faces","objects","71","74","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","D","0","0","","original","1400","2","39","13","objects","faces","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","74","71","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","784","2550258","0.0-3.0-88.0-2.0-0.0","28","76661","female","null","","","","null","","43","","","2548835","","","","","","","1404","196496","1423","199627","1404","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","785","2551682","0.0-3.0-88.0-4.0","28","76661","female","null","","","","null","","43","","","2550258","","","","","","","1400","197900","1424","201050","1400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","786","2553326","0.0-3.0-90.0-0.0","28","76661","female","1626","","","","68","","44","","","2551682","1","","","","0","","1626","199300","1644","202474","","1","33","36","body_parts","objects","77","77","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","K","0","0","","original","1900","2","33","36","body_parts","objects","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","77","77","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","787","2554718","0.0-3.0-90.0-2.0-0.0","28","76661","female","null","","","","null","","44","","","2553326","","","","","","","1374","200926","1392","204118","1374","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","788","2556646","0.0-3.0-90.0-4.0","28","76661","female","null","","","","null","","44","","","2554718","","","","","","","1900","202300","1928","205510","1900","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","789","2558378","0.0-3.0-92.0-0.0","28","76661","female","null","","","","null","","45","","","2556646","1","","","","1","","1700","204200","1732","207438","","","","","","","","","","","B","0","1700","right","scramble","3000","2","2","16","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","790","2559005","0.0-3.0-92.0-1.0-0.0","28","76661","female","615","","","","75","","45","","","2558378","","","","","0","","615","205900","627","209170","1300","0","16","2","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","791","2559705","0.0-3.0-92.0-2.0-0.0","28","76661","female","null","","","","null","","45","","","2559005","","","","","","","685","206515","700","209797","685","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","792","2562724","0.0-3.0-92.0-4.0","28","76661","female","null","","","","null","","45","","","2559705","","","","","","","3000","207200","3019","210497","3000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","793","2564700","0.0-3.0-94.0-0.0","28","76661","female","1960","","","","75","","46","","","2562724","1","","","","0","","1960","210200","1976","213516","","0","16","2","faces","outdoor_scenes","76","77","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","B","0","0","","original","1100","2","2","16","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","77","76","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","794","2565764","0.0-3.0-94.0-2.0-0.0","28","76661","female","null","","","","null","","46","","","2564700","","","","","","","1040","212160","1064","215492","1040","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","795","2566889","0.0-3.0-94.0-4.0","28","76661","female","null","","","","null","","46","","","2565764","","","","","","","1100","213200","1125","216556","1100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","796","2567917","0.0-3.0-96.0-0.0","28","76661","female","null","","","","null","","47","","","2566889","1","","","","1","","1000","214300","1028","217681","","","","","","","","","","","E","0","1000","left","scramble","2000","2","41","32","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","797","2569269","0.0-3.0-96.0-1.0-0.0","28","76661","female","1343","","","","68","","47","","","2567917","","","","","0","","1343","215300","1352","218709","2000","1","41","32","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","798","2569943","0.0-3.0-96.0-2.0-0.0","28","76661","female","null","","","","null","","47","","","2569269","","","","","","","657","216643","674","220061","657","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","799","2571961","0.0-3.0-96.0-4.0","28","76661","female","null","","","","null","","47","","","2569943","","","","","","","2000","217300","2018","220735","2000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","800","2573749","0.0-3.0-98.0-0.0","28","76661","female","1774","","","","75","","48","","","2571961","1","","","","0","","1774","219300","1788","222753","","0","46","0","objects","outdoor_scenes","50","81","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","A","0","0","","original","1100","2","0","46","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","81","50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","801","2575004","0.0-3.0-98.0-2.0-0.0","28","76661","female","null","","","","null","","48","","","2573749","","","","","","","1226","221074","1255","224541","1226","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","802","2576119","0.0-3.0-98.0-4.0","28","76661","female","null","","","","null","","48","","","2575004","","","","","","","1100","222300","1115","225796","1100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","803","2577939","0.0-3.0-100.0-0.0","28","76661","female","null","","","","null","","49","","","2576119","1","","","","1","","1800","223400","1820","226911","","","","","","","","","","","F","0","1800","right","scramble","2400","2","23","34","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","804","2578621","0.0-3.0-100.0-1.0-0.0","28","76661","female","669","","","","75","","49","","","2577939","","","","","0","","669","225200","682","228731","1200","0","34","23","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","805","2579172","0.0-3.0-100.0-2.0-0.0","28","76661","female","null","","","","null","","49","","","2578621","","","","","","","531","225869","551","229413","531","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","806","2581587","0.0-3.0-100.0-4.0","28","76661","female","null","","","","null","","49","","","2579172","","","","","","","2400","226400","2415","229964","2400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","807","2583212","0.0-3.0-102.0-0.0","28","76661","female","null","","","","null","","50","","","2581587","1","","","","1","","1600","228800","1625","232379","","","","","","","","","","","C","0","1600","right","scramble","2100","2","11","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","808","2584245","0.0-3.0-102.0-1.0-0.0","28","76661","female","1020","","","","75","","50","","","2583212","","","","","0","","1020","230400","1033","234004","1400","0","26","11","body_parts","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","809","2584686","0.0-3.0-102.0-2.0-0.0","28","76661","female","null","","","","null","","50","","","2584245","","","","","","","380","231420","441","235037","380","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","810","2586806","0.0-3.0-102.0-4.0","28","76661","female","null","","","","null","","50","","","2584686","","","","","","","2100","231800","2120","235478","2100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","811","2588669","0.0-3.0-104.0-0.0","28","76661","female","1854","","","","75","","51","","","2586806","1","","","","0","","1854","233900","1863","237598","","0","3","14","outdoor_scenes","faces","82","74","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","H","0","0","","original","3100","2","14","3","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","74","82","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","812","2589829","0.0-3.0-104.0-2.0-0.0","28","76661","female","null","","","","null","","51","","","2588669","","","","","","","1146","235754","1160","239461","1146","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","813","2592952","0.0-3.0-104.0-4.0","28","76661","female","null","","","","null","","51","","","2589829","","","","","","","3100","236900","3123","240621","3100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_run_over","","html-keyboard-response","814","2595592","0.0-3.0-104.0-6.0-0.0","28","76661","female","2622","","","","68","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","815","2596834","0.0-3.0-104.0-6.0-1.0","28","76661","female","1234","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","816","2597754","0.0-3.0-106.0-0.0","28","76661","female","null","","","","null","","52","","","2596834","2","","","","1","","900","0","920","0","","","","","","","","","","","K","0","900","left","scramble","1500","3","33","36","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","817","2598942","0.0-3.0-106.0-1.0-0.0","28","76661","female","1178","","","","68","","52","","","2597754","","","","","0","","1178","900","1188","920","2100","1","33","36","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","","","","","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","818","2599909","0.0-3.0-106.0-2.0-0.0","28","76661","female","null","","","","null","","52","","","2598942","","","","","","","922","2078","967","2108","922","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","819","2601425","0.0-3.0-106.0-4.0","28","76661","female","null","","","","null","","52","","","2599909","","","","","","","1500","3000","1516","3075","1500","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
