"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","311","696575","0.0-2.0-113.0-0.0","32","47210","male","174","","","","68","0","111","","Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-vp9mRauo68c-unsplash.jpg","","696163","1","faces","","1","0","0","400","142000","412","145716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","312","696896","0.0-2.0-113.0-1.0","32","47210","male","null","","","","null","","111","","","","696575","1","","","","","","300","142400","321","146128","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","313","697310","0.0-2.0-114.0-0.0","32","47210","male","1","","","","75","1","112","","Stimuli/Experimental_stims/localizer/faces/nick-karvounis-JyO_szjGvUw-unsplash.jpg","","696896","1","faces","","0","0","0","400","142700","414","146449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","314","697624","0.0-2.0-114.0-1.0","32","47210","male","null","","","","null","","112","","","","697310","1","","","","","","300","143100","314","146863","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","315","698037","0.0-2.0-115.0-0.0","32","47210","male","NaN","","","","null","NaN","113","","Stimuli/Experimental_stims/localizer/faces/jurica-koletic-7YVZYZeITc8-unsplash.jpg","","697624","1","faces","","0","1","0","400","143400","413","147177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","316","698351","0.0-2.0-115.0-1.0","32","47210","male","null","","","","null","","113","","","","698037","1","","","","","","300","143800","314","147590","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","317","698765","0.0-2.0-116.0-0.0","32","47210","male","10","","","","68","0","114","","Stimuli/Experimental_stims/localizer/faces/whereslugo-zl_fPgiwduo-unsplash.jpg","","698351","1","faces","","0","0","1","400","144100","414","147904","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","318","699078","0.0-2.0-116.0-1.0","32","47210","male","null","","","","null","","114","","","","698765","1","","","","","","300","144500","313","148318","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","319","699487","0.0-2.0-117.0-0.0","32","47210","male","94","","","","68","0","115","","Stimuli/Experimental_stims/localizer/faces/christian-buehner-DItYlc26zVI-unsplash.jpg","","699078","1","faces","","0","0","1","400","144800","409","148631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","320","699803","0.0-2.0-117.0-1.0","32","47210","male","null","","","","null","","115","","","","699487","1","","","","","","300","145200","316","149040","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","321","700224","0.0-2.0-118.0-0.0","32","47210","male","147","","","","68","0","116","","Stimuli/Experimental_stims/localizer/faces/pavel-anoshin-d0peGya6R5Y-unsplash.jpg","","699803","1","faces","","0","0","1","400","145500","421","149356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","322","700537","0.0-2.0-118.0-1.0","32","47210","male","null","","","","null","","116","","","","700224","1","","","","","","300","145900","313","149777","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","323","700955","0.0-2.0-119.0-0.0","32","47210","male","335","","","","68","0","117","","Stimuli/Experimental_stims/localizer/faces/jimmy-fermin-bqe0J0b26RQ-unsplash.jpg","","700537","1","faces","","0","0","1","400","146200","418","150090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","324","701273","0.0-2.0-119.0-1.0","32","47210","male","null","","","","null","","117","","","","700955","1","","","","","","300","146600","318","150508","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","325","701684","0.0-2.0-120.0-0.0","32","47210","male","NaN","","","","null","NaN","118","","Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg","","701273","1","faces","","0","1","0","400","146900","411","150826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","326","702032","0.0-2.0-120.0-1.0","32","47210","male","null","","","","null","","118","","","","701684","1","","","","","","300","147300","348","151237","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","327","702446","0.0-2.0-121.0-0.0","32","47210","male","NaN","","","","null","NaN","119","","Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-BQMZ5ligqps-unsplash.jpg","","702032","1","faces","","0","1","0","400","147600","414","151585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","328","702761","0.0-2.0-121.0-1.0","32","47210","male","null","","","","null","","119","","","","702446","1","","","","","","300","148000","315","151999","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","329","703179","0.0-2.0-122.0-0.0","32","47210","male","NaN","","","","null","NaN","120","","Stimuli/Experimental_stims/localizer/faces/christopher-campbell-rDEOVtE7vOs-unsplash.jpg","","702761","1","faces","","0","1","0","400","148300","418","152314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","330","703494","0.0-2.0-122.0-1.0","32","47210","male","null","","","","null","","120","","","","703179","1","","","","","","300","148700","315","152732","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","331","703913","0.0-2.0-123.0-0.0","32","47210","male","62","","","","68","0","121","","Stimuli/Experimental_stims/localizer/faces/chanvre-quebec-mXu1SpzHq6w-unsplash.jpg","","703494","1","faces","","0","0","1","400","149000","419","153047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","332","704230","0.0-2.0-123.0-1.0","32","47210","male","null","","","","null","","121","","","","703913","1","","","","","","300","149400","317","153466","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","333","704639","0.0-2.0-124.0-0.0","32","47210","male","238","","","","68","0","122","","Stimuli/Experimental_stims/localizer/faces/gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","","704230","1","faces","","0","0","1","400","149700","409","153783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","334","704958","0.0-2.0-124.0-1.0","32","47210","male","null","","","","null","","122","","","","704639","1","","","","","","300","150100","319","154192","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","335","705381","0.0-2.0-125.0-0.0","32","47210","male","300","","","","68","0","123","","Stimuli/Experimental_stims/localizer/faces/aleksandar-popovski-Jy4ELSGPHTc-unsplash.jpg","","704958","1","faces","","0","0","1","400","150400","423","154511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","336","705696","0.0-2.0-125.0-1.0","32","47210","male","null","","","","null","","123","","","","705381","1","","","","","","300","150800","315","154934","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","337","706107","0.0-2.0-126.0-0.0","32","47210","male","NaN","","","","null","NaN","124","","Stimuli/Experimental_stims/localizer/faces/ivan-dodig-R21SyyJDFgc-unsplash.jpg","","705696","1","faces","","0","1","0","400","151100","411","155249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","338","706419","0.0-2.0-126.0-1.0","32","47210","male","null","","","","null","","124","","","","706107","1","","","","","","300","151500","312","155660","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","339","706829","0.0-2.0-127.0-0.0","32","47210","male","NaN","","","","null","NaN","125","","Stimuli/Experimental_stims/localizer/faces/hisu-lee-2qvxIr_DXGo-unsplash.jpg","","706419","1","faces","","1","1","0","400","151800","410","155972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","340","720858","0.0-2.0-127.0-1.0","32","47210","male","null","","","","null","","125","","","","706829","1","","","","","","14000","152200","14029","156382","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","341","721280","0.0-2.0-128.0-0.0","32","47210","male","NaN","","","","null","NaN","126","","Stimuli/Experimental_stims/localizer/body_parts/davidcohen-qghuLqyh3nE-unsplash.jpg","","720858","1","body_parts","","0","1","0","400","166200","422","170411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","342","721591","0.0-2.0-128.0-1.0","32","47210","male","null","","","","null","","126","","","","721280","1","","","","","","300","166600","311","170833","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","343","722002","0.0-2.0-129.0-0.0","32","47210","male","67","","","","68","0","127","","Stimuli/Experimental_stims/localizer/body_parts/jeremy-bishop-mLd3hAaH2ns-unsplash.jpg","","721591","1","body_parts","","1","0","0","400","166900","411","171144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","344","722318","0.0-2.0-129.0-1.0","32","47210","male","null","","","","null","","127","","","","722002","1","","","","","","300","167300","316","171555","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","345","722732","0.0-2.0-130.0-0.0","32","47210","male","49","","","","75","1","128","","Stimuli/Experimental_stims/localizer/body_parts/david-fanuel-qnV8X7OViNY-unsplash.jpg","","722318","1","body_parts","","0","0","0","400","167600","414","171871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","346","723041","0.0-2.0-130.0-1.0","32","47210","male","null","","","","null","","128","","","","722732","1","","","","","","300","168000","309","172285","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","347","723452","0.0-2.0-131.0-0.0","32","47210","male","NaN","","","","null","NaN","129","","Stimuli/Experimental_stims/localizer/body_parts/helen-ast-l2iY5Sh0mTg-unsplash.jpg","","723041","1","body_parts","","0","1","0","400","168300","411","172594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","348","723773","0.0-2.0-131.0-1.0","32","47210","male","null","","","","null","","129","","","","723452","1","","","","","","300","168700","321","173005","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","349","724188","0.0-2.0-132.0-0.0","32","47210","male","NaN","","","","null","NaN","130","","Stimuli/Experimental_stims/localizer/body_parts/boyd-christiansen-uVj7kewrZ-o-unsplash.jpg","","723773","1","body_parts","","0","1","0","400","169000","415","173326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","350","724502","0.0-2.0-132.0-1.0","32","47210","male","null","","","","null","","130","","","","724188","1","","","","","","300","169400","314","173741","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","351","724929","0.0-2.0-133.0-0.0","32","47210","male","NaN","","","","null","NaN","131","","Stimuli/Experimental_stims/localizer/body_parts/freestocks-qw9LFf5T790-unsplash.jpg","","724502","1","body_parts","","0","1","0","400","169700","427","174055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","352","725243","0.0-2.0-133.0-1.0","32","47210","male","null","","","","null","","131","","","","724929","1","","","","","","300","170100","314","174482","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","353","725664","0.0-2.0-134.0-0.0","32","47210","male","NaN","","","","null","NaN","132","","Stimuli/Experimental_stims/localizer/body_parts/marcel-fagin-OUYg0Q3ec-Y-unsplash.jpg","","725243","1","body_parts","","0","1","0","400","170400","421","174796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","354","726022","0.0-2.0-134.0-1.0","32","47210","male","null","","","","null","","132","","","","725664","1","","","","","","300","170800","358","175217","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","355","726435","0.0-2.0-135.0-0.0","32","47210","male","NaN","","","","null","NaN","133","","Stimuli/Experimental_stims/localizer/body_parts/ramesh-iyer-CRhznMXoJlc-unsplash.jpg","","726022","1","body_parts","","0","1","0","400","171100","413","175575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","356","726759","0.0-2.0-135.0-1.0","32","47210","male","null","","","","null","","133","","","","726435","1","","","","","","300","171500","324","175988","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","357","727182","0.0-2.0-136.0-0.0","32","47210","male","NaN","","","","null","NaN","134","","Stimuli/Experimental_stims/localizer/body_parts/sandra-seitamaa-YCc_YAAhY3I-unsplash.jpg","","726759","1","body_parts","","0","1","0","400","171800","423","176312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","358","727494","0.0-2.0-136.0-1.0","32","47210","male","null","","","","null","","134","","","","727182","1","","","","","","300","172200","312","176735","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","359","727910","0.0-2.0-137.0-0.0","32","47210","male","NaN","","","","null","NaN","135","","Stimuli/Experimental_stims/localizer/body_parts/meghan-thompson-U1b8OB0QpIo-unsplash.jpg","","727494","1","body_parts","","0","1","0","400","172500","416","177047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","360","728218","0.0-2.0-137.0-1.0","32","47210","male","null","","","","null","","135","","","","727910","1","","","","","","300","172900","308","177463","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","361","728632","0.0-2.0-138.0-0.0","32","47210","male","NaN","","","","null","NaN","136","","Stimuli/Experimental_stims/localizer/body_parts/louisa-potter-zd29nBmLuig-unsplash.jpg","","728218","1","body_parts","","0","1","0","400","173200","414","177771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","362","728941","0.0-2.0-138.0-1.0","32","47210","male","null","","","","null","","136","","","","728632","1","","","","","","300","173600","309","178185","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","363","729353","0.0-2.0-139.0-0.0","32","47210","male","174","","","","68","0","137","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","","728941","1","body_parts","","0","0","1","400","173900","412","178494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","364","729668","0.0-2.0-139.0-1.0","32","47210","male","null","","","","null","","137","","","","729353","1","","","","","","300","174300","315","178906","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","365","730093","0.0-2.0-140.0-0.0","32","47210","male","NaN","","","","null","NaN","138","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-E9Q4bqYHtIM-unsplash.jpg","","729668","1","body_parts","","0","1","0","400","174600","425","179221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","366","730402","0.0-2.0-140.0-1.0","32","47210","male","null","","","","null","","138","","","","730093","1","","","","","","300","175000","309","179646","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","367","730813","0.0-2.0-141.0-0.0","32","47210","male","NaN","","","","null","NaN","139","","Stimuli/Experimental_stims/localizer/body_parts/niu-niu-5HzOtV-FSlw-unsplash.jpg","","730402","1","body_parts","","0","1","0","400","175300","411","179955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","368","731127","0.0-2.0-141.0-1.0","32","47210","male","null","","","","null","","139","","","","730813","1","","","","","","300","175700","314","180366","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","369","731538","0.0-2.0-142.0-0.0","32","47210","male","NaN","","","","null","NaN","140","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-3DZHTq_i7Qk-unsplash.jpg","","731127","1","body_parts","","1","1","0","400","176000","411","180680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","370","731860","0.0-2.0-142.0-1.0","32","47210","male","null","","","","null","","140","","","","731538","1","","","","","","300","176400","322","181091","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","371","732275","0.0-2.0-143.0-0.0","32","47210","male","NaN","","","","null","NaN","141","","Stimuli/Experimental_stims/localizer/body_parts/sina-rezakhani-d1gQi0Jl05U-unsplash (1).jpg","","731860","1","body_parts","","0","1","0","400","176700","415","181413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","372","732590","0.0-2.0-143.0-1.0","32","47210","male","null","","","","null","","141","","","","732275","1","","","","","","300","177100","315","181828","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","373","733004","0.0-2.0-144.0-0.0","32","47210","male","0","","","","68","0","142","","Stimuli/Experimental_stims/localizer/body_parts/natalie-grainger-8uB5kFKWWkk-unsplash.jpg","","732590","1","body_parts","","0","0","1","400","177400","414","182143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","374","733315","0.0-2.0-144.0-1.0","32","47210","male","null","","","","null","","142","","","","733004","1","","","","","","300","177800","311","182557","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","375","733738","0.0-2.0-145.0-0.0","32","47210","male","NaN","","","","null","NaN","143","","Stimuli/Experimental_stims/localizer/body_parts/ignacio-campo-tC9boyqy_40-unsplash.jpg","","733315","1","body_parts","","0","1","0","400","178100","423","182868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","376","734058","0.0-2.0-145.0-1.0","32","47210","male","null","","","","null","","143","","","","733738","1","","","","","","300","178500","320","183291","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","377","734478","0.0-2.0-146.0-0.0","32","47210","male","55","","","","68","0","144","","Stimuli/Experimental_stims/localizer/body_parts/jasper-garratt-Ng_Kl7K6V8Y-unsplash.jpg","","734058","1","body_parts","","0","0","1","400","178800","420","183611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","378","734794","0.0-2.0-146.0-1.0","32","47210","male","null","","","","null","","144","","","","734478","1","","","","","","300","179200","316","184031","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","379","735221","0.0-2.0-147.0-0.0","32","47210","male","50","","","","68","0","145","","Stimuli/Experimental_stims/localizer/body_parts/matheus-frade-eyzdb1C3JDM-unsplash.jpg","","734794","1","body_parts","","0","0","1","400","179500","427","184347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","380","749254","0.0-2.0-147.0-1.0","32","47210","male","null","","","","null","","145","","","","735221","1","","","","","","14000","179900","14033","184774","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","381","749681","0.0-2.0-148.0-0.0","32","47210","male","NaN","","","","null","NaN","146","","Stimuli/Experimental_stims/localizer/outdoor_scenes/keith-hardy-UVyavSwslOg-unsplash.jpg","","749254","1","outdoor_scenes","","0","1","0","400","193900","427","198807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","382","750004","0.0-2.0-148.0-1.0","32","47210","male","null","","","","null","","146","","","","749681","1","","","","","","300","194300","323","199234","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","383","750420","0.0-2.0-149.0-0.0","32","47210","male","96","","","","68","0","147","","Stimuli/Experimental_stims/localizer/outdoor_scenes/simon-berger-UqCnDyc_3vA-unsplash.jpg","","750004","1","outdoor_scenes","","0","0","1","400","194600","416","199557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","384","750730","0.0-2.0-149.0-1.0","32","47210","male","null","","","","null","","147","","","","750420","1","","","","","","300","195000","310","199973","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","385","751144","0.0-2.0-150.0-0.0","32","47210","male","NaN","","","","null","NaN","148","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quentin-zwzeorQPepo-unsplash.jpg","","750730","1","outdoor_scenes","","1","1","0","400","195300","414","200283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","386","751454","0.0-2.0-150.0-1.0","32","47210","male","null","","","","null","","148","","","","751144","1","","","","","","300","195700","310","200697","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","387","751881","0.0-2.0-151.0-0.0","32","47210","male","117","","","","75","1","149","","Stimuli/Experimental_stims/localizer/outdoor_scenes/derek-mack-CcRZ4k3c6gA-unsplash.jpg","","751454","1","outdoor_scenes","","0","0","0","400","196000","427","201007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","388","752205","0.0-2.0-151.0-1.0","32","47210","male","null","","","","null","","149","","","","751881","1","","","","","","300","196400","324","201434","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","389","752624","0.0-2.0-152.0-0.0","32","47210","male","3","","","","68","0","150","","Stimuli/Experimental_stims/localizer/outdoor_scenes/solotravelgoals-7kLufxYoqWk-unsplash.jpg","","752205","1","outdoor_scenes","","0","0","1","400","196700","419","201758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","390","752937","0.0-2.0-152.0-1.0","32","47210","male","null","","","","null","","150","","","","752624","1","","","","","","300","197100","313","202177","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","391","753353","0.0-2.0-153.0-0.0","32","47210","male","185","","","","68","0","151","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ales-krivec-hsX9KpLLsIE-unsplash.jpg","","752937","1","outdoor_scenes","","0","0","1","400","197400","416","202490","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","392","753667","0.0-2.0-153.0-1.0","32","47210","male","null","","","","null","","151","","","","753353","1","","","","","","300","197800","314","202906","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
