"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","warning","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","330","529233","0.0-2.0-135.0-0.0","24","25736","female","39","","","","68","0","133","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jack-millard-zjyP-UYI-ko-unsplash.jpg","528810","1","outdoor_scenes","","0","0","1","400","171100","423","177117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","331","529551","0.0-2.0-135.0-1.0","24","25736","female","null","","","","null","","133","","","529233","1","","","","","","300","171500","318","177540","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","332","529992","0.0-2.0-136.0-0.0","24","25736","female","56","","","","68","0","134","","Stimuli/Experimental_stims/localizer/outdoor_scenes/simon-berger-UqCnDyc_3vA-unsplash.jpg","529551","1","outdoor_scenes","","0","0","1","400","171800","441","177858","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","333","530312","0.0-2.0-136.0-1.0","24","25736","female","null","","","","null","","134","","","529992","1","","","","","","300","172200","320","178299","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","334","530731","0.0-2.0-137.0-0.0","24","25736","female","171","","","","68","0","135","","Stimuli/Experimental_stims/localizer/outdoor_scenes/michael-martinelli-mFbrMEVKCkc-unsplash.jpg","530312","1","outdoor_scenes","","0","0","1","400","172500","419","178619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","335","531041","0.0-2.0-137.0-1.0","24","25736","female","null","","","","null","","135","","","530731","1","","","","","","300","172900","310","179038","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","336","531457","0.0-2.0-138.0-0.0","24","25736","female","NaN","","","","null","NaN","136","","Stimuli/Experimental_stims/localizer/outdoor_scenes/derek-mack-CcRZ4k3c6gA-unsplash.jpg","531041","1","outdoor_scenes","","0","1","0","400","173200","416","179348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","337","531773","0.0-2.0-138.0-1.0","24","25736","female","null","","","","null","","136","","","531457","1","","","","","","300","173600","316","179764","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","338","532196","0.0-2.0-139.0-0.0","24","25736","female","NaN","","","","null","NaN","137","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ales-krivec-hsX9KpLLsIE-unsplash.jpg","531773","1","outdoor_scenes","","0","1","0","400","173900","423","180080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","339","532504","0.0-2.0-139.0-1.0","24","25736","female","null","","","","null","","137","","","532196","1","","","","","","300","174300","308","180503","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","340","532915","0.0-2.0-140.0-0.0","24","25736","female","NaN","","","","null","NaN","138","","Stimuli/Experimental_stims/localizer/outdoor_scenes/marcelo-quinan-u0ZgqJD55pE-unsplash.jpg","532504","1","outdoor_scenes","","0","1","0","400","174600","411","180811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","341","533233","0.0-2.0-140.0-1.0","24","25736","female","null","","","","null","","138","","","532915","1","","","","","","300","175000","318","181222","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","342","533642","0.0-2.0-141.0-0.0","24","25736","female","147","","","","68","0","139","","Stimuli/Experimental_stims/localizer/outdoor_scenes/dawid-zawila--G3rw6Y02D0-unsplash.jpg","533233","1","outdoor_scenes","","0","0","1","400","175300","409","181540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","343","533956","0.0-2.0-141.0-1.0","24","25736","female","null","","","","null","","139","","","533642","1","","","","","","300","175700","314","181949","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","344","534472","0.0-2.0-142.0-0.0","24","25736","female","61","","","","68","0","140","","Stimuli/Experimental_stims/localizer/outdoor_scenes/luca-bravo-VowIFDxogG4-unsplash.jpg","533956","1","outdoor_scenes","","1","0","0","400","176000","516","182263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","345","534787","0.0-2.0-142.0-1.0","24","25736","female","null","","","","null","","140","","","534472","1","","","","","","300","176400","315","182779","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","346","535198","0.0-2.0-143.0-0.0","24","25736","female","76","","","","68","0","141","","Stimuli/Experimental_stims/localizer/outdoor_scenes/redd-f-Lm5rkxzgiFQ-unsplash.jpg","534787","1","outdoor_scenes","","0","0","1","400","176700","411","183094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","347","535507","0.0-2.0-143.0-1.0","24","25736","female","null","","","","null","","141","","","535198","1","","","","","","300","177100","309","183505","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","348","535918","0.0-2.0-144.0-0.0","24","25736","female","150","","","","68","0","142","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-mark-arnold-XNIjmb6Ax04-unsplash.jpg","535507","1","outdoor_scenes","","0","0","1","400","177400","411","183814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","349","536338","0.0-2.0-144.0-1.0","24","25736","female","null","","","","null","","142","","","535918","1","","","","","","300","177800","420","184225","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","350","536747","0.0-2.0-145.0-0.0","24","25736","female","44","","","","75","1","143","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kalen-emsley-_LuLiJc1cdo-unsplash.jpg","536338","1","outdoor_scenes","","0","0","0","400","178100","409","184645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","351","537053","0.0-2.0-145.0-1.0","24","25736","female","null","","","","null","","143","","","536747","1","","","","","","300","178500","306","185054","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","352","537462","0.0-2.0-146.0-0.0","24","25736","female","57","","","","68","0","144","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jordan-heath-4z_SYrG5mgA-unsplash.jpg","537053","1","outdoor_scenes","","0","0","1","400","178800","409","185360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","353","537786","0.0-2.0-146.0-1.0","24","25736","female","null","","","","null","","144","","","537462","1","","","","","","300","179200","324","185769","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","354","538224","0.0-2.0-147.0-0.0","24","25736","female","114","","","","68","0","145","","Stimuli/Experimental_stims/localizer/outdoor_scenes/simon-berger-twukN12EN7c-unsplash.jpg","537786","1","outdoor_scenes","","0","0","1","400","179500","438","186093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","355","552239","0.0-2.0-147.0-1.0","24","25736","female","null","","","","null","","145","","","538224","1","","","","","","14000","179900","14015","186531","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","356","552653","0.0-2.0-148.0-0.0","24","25736","female","109","","","","68","0","146","","Stimuli/Experimental_stims/localizer/faces/nick-karvounis-JyO_szjGvUw-unsplash.jpg","552239","1","faces","","0","0","1","400","193900","414","200546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
