"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","iti_outcome_estimation","","html-keyboard-response","2557","809322","0.0-7.0-48.0-3.0","12","77890","11","null","","","","null","","46","","","1","","","","","","0.1","13.09999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2558","809442","0.0-7.0-49.0-0.0","12","77890","11","null","","","","null","","47","","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","1","","","","1","","0.1","13.199999999999969","","","","","","","","","","I","0","","","","1500","2","","","","","","","","","","","","","","10","","","","","chosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2559","809551","0.0-7.0-49.0-2.0-0.0","12","77890","11","null","","","","null","","47","","","1","","","","","","0.1","13.299999999999969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2560","809663","0.0-7.0-49.0-3.0","12","77890","11","null","","","","null","","47","","","1","","","","","","0.1","13.399999999999968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2561","809775","0.0-7.0-50.0-0.0","12","77890","11","null","","","","null","","48","","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","1","","","","1","","0.1","13.499999999999968","","","","","","","","","","F","0","","","","2900","2","","","","","","","","","","","","","","19","","","","","unchosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2562","809887","0.0-7.0-50.0-2.0-0.0","12","77890","11","null","","","","null","","48","","","1","","","","","","0.1","13.599999999999968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2563","809999","0.0-7.0-50.0-3.0","12","77890","11","null","","","","null","","48","","","1","","","","","","0.1","13.699999999999967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2564","810112","0.0-7.0-51.0-0.0","12","77890","11","null","","","","null","","49","","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","1","","","","1","","0.1","13.799999999999967","","","","","","","","","","A","0","","","","1700","2","","","","","","","","","","","","","","37","","","","","chosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2565","810222","0.0-7.0-51.0-2.0-0.0","12","77890","11","null","","","","null","","49","","","1","","","","","","0.1","13.899999999999967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2566","810337","0.0-7.0-51.0-3.0","12","77890","11","null","","","","null","","49","","","1","","","","","","0.1","13.999999999999966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2567","810451","0.0-7.0-52.0-0.0","12","77890","11","null","","","","null","","50","","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","1","","","","1","","0.1","14.099999999999966","","","","","","","","","","J","0","","","","3800","2","","","","","","","","","","","","","","42","","","","","chosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2568","810572","0.0-7.0-52.0-2.0-0.0","12","77890","11","null","","","","null","","50","","","1","","","","","","0.1","14.199999999999966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2569","810687","0.0-7.0-52.0-3.0","12","77890","11","null","","","","null","","50","","","1","","","","","","0.1","14.299999999999965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2570","810804","0.0-7.0-53.0-0.0","12","77890","11","null","","","","null","","51","","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","1","","","","1","","0.1","14.399999999999965","","","","","","","","","","I","0","","","","3000","3","","","","","","","","","","","","","","25","","","","","unchosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2571","810924","0.0-7.0-53.0-2.0-0.0","12","77890","11","null","","","","null","","51","","","1","","","","","","0.1","14.499999999999964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2572","811040","0.0-7.0-53.0-3.0","12","77890","11","null","","","","null","","51","","","1","","","","","","0.1","14.599999999999964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2573","811151","0.0-7.0-54.0-0.0","12","77890","11","null","","","","null","","52","","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","1","","","","1","","0.1","14.699999999999964","","","","","","","","","","D","0","","","","2500","3","","","","","","","","","","","","","","22","","","","","chosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2574","811264","0.0-7.0-54.0-2.0-0.0","12","77890","11","null","","","","null","","52","","","1","","","","","","0.1","14.799999999999963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2575","811379","0.0-7.0-54.0-3.0","12","77890","11","null","","","","null","","52","","","1","","","","","","0.1","14.899999999999963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2576","811496","0.0-7.0-55.0-0.0","12","77890","11","null","","","","null","","53","","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","1","","","","1","","0.1","14.999999999999963","","","","","","","","","","C","0","","","","1100","3","","","","","","","","","","","","","","26","","","","","chosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2577","811608","0.0-7.0-55.0-2.0-0.0","12","77890","11","null","","","","null","","53","","","1","","","","","","0.1","15.099999999999962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2578","811723","0.0-7.0-55.0-3.0","12","77890","11","null","","","","null","","53","","","1","","","","","","0.1","15.199999999999962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2579","811841","0.0-7.0-56.0-0.0","12","77890","11","null","","","","null","","54","","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","1","","","","1","","0.1","15.299999999999962","","","","","","","","","","K","0","","","","1500","3","","","","","","","","","","","","","","35","","","","","unchosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2580","811952","0.0-7.0-56.0-2.0-0.0","12","77890","11","null","","","","null","","54","","","1","","","","","","0.1","15.399999999999961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2581","812064","0.0-7.0-56.0-3.0","12","77890","11","null","","","","null","","54","","","1","","","","","","0.1","15.499999999999961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2582","812174","0.0-7.0-57.0-0.0","12","77890","11","null","","","","null","","55","","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","1","","","","1","","0.1","15.59999999999996","","","","","","","","","","C","0","","","","2100","3","","","","","","","","","","","","","","2","","","","","unchosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2583","812287","0.0-7.0-57.0-2.0-0.0","12","77890","11","null","","","","null","","55","","","1","","","","","","0.1","15.69999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2584","812401","0.0-7.0-57.0-3.0","12","77890","11","null","","","","null","","55","","","1","","","","","","0.1","15.79999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2585","812516","0.0-7.0-58.0-0.0","12","77890","11","null","","","","null","","56","","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","1","","","","1","","0.1","15.89999999999996","","","","","","","","","","A","0","","","","2200","3","","","","","","","","","","","","","","37","","","","","chosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2586","812635","0.0-7.0-58.0-2.0-0.0","12","77890","11","null","","","","null","","56","","","1","","","","","","0.1","15.99999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2587","812755","0.0-7.0-58.0-3.0","12","77890","11","null","","","","null","","56","","","1","","","","","","0.1","16.09999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2588","812873","0.0-7.0-59.0-0.0","12","77890","11","null","","","","null","","57","","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","1","","","","1","","0.1","16.19999999999996","","","","","","","","","","J","0","","","","3200","3","","","","","","","","","","","","","","20","","","","","unchosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2589","812987","0.0-7.0-59.0-2.0-0.0","12","77890","11","null","","","","null","","57","","","1","","","","","","0.1","16.29999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2590","813105","0.0-7.0-59.0-3.0","12","77890","11","null","","","","null","","57","","","1","","","","","","0.1","16.399999999999963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2591","813220","0.0-7.0-60.0-0.0","12","77890","11","null","","","","null","","58","","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","1","","","","1","","0.1","16.499999999999964","","","","","","","","","","J","0","","","","2500","3","","","","","","","","","","","","","","42","","","","","chosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2592","813340","0.0-7.0-60.0-2.0-0.0","12","77890","11","null","","","","null","","58","","","1","","","","","","0.1","16.599999999999966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2593","813457","0.0-7.0-60.0-3.0","12","77890","11","null","","","","null","","58","","","1","","","","","","0.1","16.699999999999967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2594","813572","0.0-7.0-61.0-0.0","12","77890","11","null","","","","null","","59","","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","1","","","","1","","0.1","16.79999999999997","","","","","","","","","","H","0","","","","1900","3","","","","","","","","","","","","","","3","","","","","chosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2595","813690","0.0-7.0-61.0-2.0-0.0","12","77890","11","null","","","","null","","59","","","1","","","","","","0.1","16.89999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2596","813797","0.0-7.0-61.0-3.0","12","77890","11","null","","","","null","","59","","","1","","","","","","0.1","16.99999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2597","813914","0.0-7.0-62.0-0.0","12","77890","11","null","","","","null","","60","","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","1","","","","1","","0.1","17.099999999999973","","","","","","","","","","A","0","","","","2500","3","","","","","","","","","","","","","","11","","","","","unchosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2598","814025","0.0-7.0-62.0-2.0-0.0","12","77890","11","null","","","","null","","60","","","1","","","","","","0.1","17.199999999999974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2599","814139","0.0-7.0-62.0-3.0","12","77890","11","null","","","","null","","60","","","1","","","","","","0.1","17.299999999999976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2600","814254","0.0-7.0-63.0-0.0","12","77890","11","null","","","","null","","61","","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","1","","","","1","","0.1","17.399999999999977","","","","","","","","","","G","0","","","","1800","3","","","","","","","","","","","","","","8","","","","","chosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2601","814372","0.0-7.0-63.0-2.0-0.0","12","77890","11","null","","","","null","","61","","","1","","","","","","0.1","17.49999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2602","814490","0.0-7.0-63.0-3.0","12","77890","11","null","","","","null","","61","","","1","","","","","","0.1","17.59999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2603","814608","0.0-7.0-64.0-0.0","12","77890","11","null","","","","null","","62","","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","1","","","","1","","0.1","17.69999999999998","","","","","","","","","","F","0","","","","1800","3","","","","","","","","","","","","","","33","","","","","chosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2604","814725","0.0-7.0-64.0-2.0-0.0","12","77890","11","null","","","","null","","62","","","1","","","","","","0.1","17.799999999999983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2605","814840","0.0-7.0-64.0-3.0","12","77890","11","null","","","","null","","62","","","1","","","","","","0.1","17.899999999999984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2606","814956","0.0-7.0-65.0-0.0","12","77890","11","null","","","","null","","63","","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","1","","","","1","","0.1","17.999999999999986","","","","","","","","","","B","0","","","","1500","3","","","","","","","","","","","","","","4","","","","","unchosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2607","815074","0.0-7.0-65.0-2.0-0.0","12","77890","11","null","","","","null","","63","","","1","","","","","","0.1","18.099999999999987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2608","815187","0.0-7.0-65.0-3.0","12","77890","11","null","","","","null","","63","","","1","","","","","","0.1","18.19999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2609","815297","0.0-7.0-66.0-0.0","12","77890","11","null","","","","null","","64","","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","1","","","","1","","0.1","18.29999999999999","","","","","","","","","","I","0","","","","3500","3","","","","","","","","","","","","","","10","","","","","chosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2610","815411","0.0-7.0-66.0-2.0-0.0","12","77890","11","null","","","","null","","64","","","1","","","","","","0.1","18.39999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2611","815531","0.0-7.0-66.0-3.0","12","77890","11","null","","","","null","","64","","","1","","","","","","0.1","18.499999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2612","815651","0.0-7.0-67.0-0.0","12","77890","11","null","","","","null","","65","","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","1","","","","1","","0.1","18.599999999999994","","","","","","","","","","F","0","","","","2500","3","","","","","","","","","","","","","","19","","","","","unchosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2613","815768","0.0-7.0-67.0-2.0-0.0","12","77890","11","null","","","","null","","65","","","1","","","","","","0.1","18.699999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2614","815884","0.0-7.0-67.0-3.0","12","77890","11","null","","","","null","","65","","","1","","","","","","0.1","18.799999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2615","815999","0.0-7.0-68.0-0.0","12","77890","11","null","","","","null","","66","","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","1","","","","1","","0.1","18.9","","","","","","","","","","E","0","","","","1400","3","","","","","","","","","","","","","","29","","","","","chosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2616","816113","0.0-7.0-68.0-2.0-0.0","12","77890","11","null","","","","null","","66","","","1","","","","","","0.1","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2617","816223","0.0-7.0-68.0-3.0","12","77890","11","null","","","","null","","66","","","1","","","","","","0.1","19.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2618","816339","0.0-7.0-69.0-0.0","12","77890","11","null","","","","null","","67","","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","1","","","","1","","0.1","19.200000000000003","","","","","","","","","","E","0","","","","1100","3","","","","","","","","","","","","","","39","","","","","unchosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2619","816451","0.0-7.0-69.0-2.0-0.0","12","77890","11","null","","","","null","","67","","","1","","","","","","0.1","19.300000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2620","816566","0.0-7.0-69.0-3.0","12","77890","11","null","","","","null","","67","","","1","","","","","","0.1","19.400000000000006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2621","816678","0.0-7.0-70.0-0.0","12","77890","11","null","","","","null","","68","","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","1","","","","1","","0.1","19.500000000000007","","","","","","","","","","L","0","","","","1200","3","","","","","","","","","","","","","","14","","","","","chosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2622","816790","0.0-7.0-70.0-2.0-0.0","12","77890","11","null","","","","null","","68","","","1","","","","","","0.1","19.60000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2623","816906","0.0-7.0-70.0-3.0","12","77890","11","null","","","","null","","68","","","1","","","","","","0.1","19.70000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2624","817024","0.0-7.0-71.0-0.0","12","77890","11","null","","","","null","","69","","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","1","","","","1","","0.1","19.80000000000001","","","","","","","","","","D","0","","","","4400","3","","","","","","","","","","","","","","46","","","","","unchosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2625","817138","0.0-7.0-71.0-2.0-0.0","12","77890","11","null","","","","null","","69","","","1","","","","","","0.1","19.900000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2626","817257","0.0-7.0-71.0-3.0","12","77890","11","null","","","","null","","69","","","1","","","","","","0.1","20.000000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2627","817372","0.0-7.0-72.0-0.0","12","77890","11","null","","","","null","","70","","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","1","","","","1","","0.1","20.100000000000016","","","","","","","","","","G","0","","","","1100","3","","","","","","","","","","","","","","41","","","","","unchosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2628","817490","0.0-7.0-72.0-2.0-0.0","12","77890","11","null","","","","null","","70","","","1","","","","","","0.1","20.200000000000017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2629","817604","0.0-7.0-72.0-3.0","12","77890","11","null","","","","null","","70","","","1","","","","","","0.1","20.30000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2630","817721","0.0-7.0-73.0-0.0","12","77890","11","null","","","","null","","71","","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","1","","","","1","","0.1","20.40000000000002","","","","","","","","","","B","0","","","","1100","3","","","","","","","","","","","","","","17","","","","","chosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2631","817836","0.0-7.0-73.0-2.0-0.0","12","77890","11","null","","","","null","","71","","","1","","","","","","0.1","20.50000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2632","817952","0.0-7.0-73.0-3.0","12","77890","11","null","","","","null","","71","","","1","","","","","","0.1","20.600000000000023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2633","818064","0.0-7.0-74.0-0.0","12","77890","11","null","","","","null","","72","","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","1","","","","1","","0.1","20.700000000000024","","","","","","","","","","L","0","","","","1000","3","","","","","","","","","","","","","","28","","","","","unchosen","","","","","","","","","no_gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2634","818175","0.0-7.0-74.0-2.0-0.0","12","77890","11","null","","","","null","","72","","","1","","","","","","0.1","20.800000000000026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2635","818290","0.0-7.0-74.0-3.0","12","77890","11","null","","","","null","","72","","","1","","","","","","0.1","20.900000000000027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2636","818406","0.0-7.0-75.0-0.0","12","77890","11","null","","","","null","","73","","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","1","","","","1","","0.1","21.00000000000003","","","","","","","","","","H","0","","","","1400","3","","","","","","","","","","","","","","13","","","","","unchosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2637","818524","0.0-7.0-75.0-2.0-0.0","12","77890","11","null","","","","null","","73","","","1","","","","","","0.1","21.10000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2638","818641","0.0-7.0-75.0-3.0","12","77890","11","null","","","","null","","73","","","1","","","","","","0.1","21.20000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","2639","818756","0.0-7.0-76.0-0.0","12","77890","11","null","","","","null","","74","","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","1","","","","1","","0.1","21.300000000000033","","","","","","","","","","K","0","","","","1200","3","","","","","","","","","","","","","","47","","","","","chosen","","","","","","","","","gain","NaN","NaN","0","","","","",""
"","outcome_estimation_no_response","","html-keyboard-response","2640","818873","0.0-7.0-76.0-2.0-0.0","12","77890","11","null","","","","null","","74","","","1","","","","","","0.1","21.400000000000034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","2641","818988","0.0-7.0-76.0-3.0","12","77890","11","null","","","","null","","74","","","1","","","","","","0.1","21.500000000000036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
