"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","localizer","","html-keyboard-response","422","229234","0.0-2.0-184.0-0.0","12","77890","11","NaN","","","","null","NaN","182","","Stimuli/Experimental_stims/localizer/outdoor_scenes/tomasz-filipek-CUWC-6MRcNg-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","232.80000000000132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","423","229559","0.0-2.0-184.0-1.0","12","77890","11","null","","","","null","","182","","","1","","","","","","0.3","233.20000000000132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","424","229974","0.0-2.0-185.0-0.0","12","77890","11","NaN","","","","null","NaN","183","","Stimuli/Experimental_stims/localizer/outdoor_scenes/simon-berger-UqCnDyc_3vA-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","233.50000000000134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","425","230281","0.0-2.0-185.0-1.0","12","77890","11","null","","","","null","","183","","","1","","","","","","0.3","233.90000000000134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","426","230692","0.0-2.0-186.0-0.0","12","77890","11","NaN","","","","null","NaN","184","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pietro-de-grandi-T7K4aEPoGGk-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","234.20000000000135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","427","231001","0.0-2.0-186.0-1.0","12","77890","11","null","","","","null","","184","","","1","","","","","","0.3","234.60000000000136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","428","231412","0.0-2.0-187.0-0.0","12","77890","11","NaN","","","","null","NaN","185","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-mBQIfKlvowM-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","234.90000000000137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","429","231725","0.0-2.0-187.0-1.0","12","77890","11","null","","","","null","","185","","","1","","","","","","14","235.30000000000138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","430","232141","0.0-2.0-188.0-0.0","12","77890","11","NaN","","","","null","NaN","186","","Stimuli/Experimental_stims/localizer/body_parts/diana-polekhina-SwWjCbIIoFE-unsplash.jpg","1","body_parts","","0","1","0","0.4","249.30000000000138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","431","232450","0.0-2.0-188.0-1.0","12","77890","11","null","","","","null","","186","","","1","","","","","","0.3","249.70000000000138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","432","232857","0.0-2.0-189.0-0.0","12","77890","11","NaN","","","","null","NaN","187","","Stimuli/Experimental_stims/localizer/body_parts/carlos-henrique-NAOJKwZswbs-unsplash.jpg","1","body_parts","","0","1","0","0.4","250.0000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","433","233171","0.0-2.0-189.0-1.0","12","77890","11","null","","","","null","","187","","","1","","","","","","0.3","250.4000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","434","233588","0.0-2.0-190.0-0.0","12","77890","11","NaN","","","","null","NaN","188","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","1","body_parts","","0","1","0","0.4","250.7000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","435","233899","0.0-2.0-190.0-1.0","12","77890","11","null","","","","null","","188","","","1","","","","","","0.3","251.10000000000142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","436","234307","0.0-2.0-191.0-0.0","12","77890","11","NaN","","","","null","NaN","189","","Stimuli/Experimental_stims/localizer/body_parts/nick-page-jAGdpOGvLAA-unsplash.jpg","1","body_parts","","1","1","0","0.4","251.40000000000143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","437","234618","0.0-2.0-191.0-1.0","12","77890","11","null","","","","null","","189","","","1","","","","","","0.3","251.80000000000143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","438","235031","0.0-2.0-192.0-0.0","12","77890","11","NaN","","","","null","NaN","190","","Stimuli/Experimental_stims/localizer/body_parts/freestocks-qw9LFf5T790-unsplash.jpg","1","body_parts","","0","1","0","0.4","252.10000000000144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","439","235339","0.0-2.0-192.0-1.0","12","77890","11","null","","","","null","","190","","","1","","","","","","0.3","252.50000000000145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","440","235758","0.0-2.0-193.0-0.0","12","77890","11","NaN","","","","null","NaN","191","","Stimuli/Experimental_stims/localizer/body_parts/nadine-shaabana-ypyaaEf2ntM-unsplash.jpg","1","body_parts","","0","1","0","0.4","252.80000000000146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","441","236067","0.0-2.0-193.0-1.0","12","77890","11","null","","","","null","","191","","","1","","","","","","0.3","253.20000000000147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","442","236482","0.0-2.0-194.0-0.0","12","77890","11","NaN","","","","null","NaN","192","","Stimuli/Experimental_stims/localizer/body_parts/jasper-garratt-Ng_Kl7K6V8Y-unsplash.jpg","1","body_parts","","0","1","0","0.4","253.50000000000148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","443","236795","0.0-2.0-194.0-1.0","12","77890","11","null","","","","null","","192","","","1","","","","","","0.3","253.90000000000148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","444","237212","0.0-2.0-195.0-0.0","12","77890","11","NaN","","","","null","NaN","193","","Stimuli/Experimental_stims/localizer/body_parts/matheus-frade-eyzdb1C3JDM-unsplash.jpg","1","body_parts","","0","1","0","0.4","254.2000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","445","237525","0.0-2.0-195.0-1.0","12","77890","11","null","","","","null","","193","","","1","","","","","","0.3","254.6000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","446","237935","0.0-2.0-196.0-0.0","12","77890","11","NaN","","","","null","NaN","194","","Stimuli/Experimental_stims/localizer/body_parts/ramesh-iyer-CRhznMXoJlc-unsplash.jpg","1","body_parts","","0","1","0","0.4","254.9000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","447","238253","0.0-2.0-196.0-1.0","12","77890","11","null","","","","null","","194","","","1","","","","","","0.3","255.30000000000152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","448","238669","0.0-2.0-197.0-0.0","12","77890","11","NaN","","","","null","NaN","195","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-E9Q4bqYHtIM-unsplash.jpg","1","body_parts","","0","1","0","0.4","255.60000000000153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","449","238980","0.0-2.0-197.0-1.0","12","77890","11","null","","","","null","","195","","","1","","","","","","0.3","256.00000000000153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","450","239397","0.0-2.0-198.0-0.0","12","77890","11","NaN","","","","null","NaN","196","","Stimuli/Experimental_stims/localizer/body_parts/igordoon-primus-CdyHqfrbGIs-unsplash.jpg","1","body_parts","","0","1","0","0.4","256.30000000000155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","451","239709","0.0-2.0-198.0-1.0","12","77890","11","null","","","","null","","196","","","1","","","","","","0.3","256.7000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","452","240124","0.0-2.0-199.0-0.0","12","77890","11","NaN","","","","null","NaN","197","","Stimuli/Experimental_stims/localizer/body_parts/jeremy-yap-TfJEi17kA0w-unsplash.jpg","1","body_parts","","0","1","0","0.4","257.00000000000153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","453","240436","0.0-2.0-199.0-1.0","12","77890","11","null","","","","null","","197","","","1","","","","","","0.3","257.4000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","454","240845","0.0-2.0-200.0-0.0","12","77890","11","NaN","","","","null","NaN","198","","Stimuli/Experimental_stims/localizer/body_parts/bady-abbas-pIySu25o0bM-unsplash.jpg","1","body_parts","","0","1","0","0.4","257.7000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","455","241158","0.0-2.0-200.0-1.0","12","77890","11","null","","","","null","","198","","","1","","","","","","0.3","258.1000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","456","241569","0.0-2.0-201.0-0.0","12","77890","11","NaN","","","","null","NaN","199","","Stimuli/Experimental_stims/localizer/body_parts/debby-hudson--B_757qSA4k-unsplash.jpg","1","body_parts","","0","1","0","0.4","258.4000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","457","241881","0.0-2.0-201.0-1.0","12","77890","11","null","","","","null","","199","","","1","","","","","","0.3","258.8000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","458","242291","0.0-2.0-202.0-0.0","12","77890","11","NaN","","","","null","NaN","200","","Stimuli/Experimental_stims/localizer/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg","1","body_parts","","0","1","0","0.4","259.1000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","459","242606","0.0-2.0-202.0-1.0","12","77890","11","null","","","","null","","200","","","1","","","","","","0.3","259.5000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","460","243023","0.0-2.0-203.0-0.0","12","77890","11","NaN","","","","null","NaN","201","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-Q7qRyaurQfo-unsplash.jpg","1","body_parts","","0","1","0","0.4","259.8000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","461","243338","0.0-2.0-203.0-1.0","12","77890","11","null","","","","null","","201","","","1","","","","","","0.3","260.20000000000147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","462","243757","0.0-2.0-204.0-0.0","12","77890","11","NaN","","","","null","NaN","202","","Stimuli/Experimental_stims/localizer/body_parts/liv-bruce-M0oVPGsWk1E-unsplash.jpg","1","body_parts","","1","1","0","0.4","260.5000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","463","244066","0.0-2.0-204.0-1.0","12","77890","11","null","","","","null","","202","","","1","","","","","","0.3","260.90000000000146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","464","244472","0.0-2.0-205.0-0.0","12","77890","11","NaN","","","","null","NaN","203","","Stimuli/Experimental_stims/localizer/body_parts/i-am_nah--S4OsO0c6Ts-unsplash.jpg","1","body_parts","","0","1","0","0.4","261.20000000000147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","465","244785","0.0-2.0-205.0-1.0","12","77890","11","null","","","","null","","203","","","1","","","","","","0.3","261.60000000000144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","466","245193","0.0-2.0-206.0-0.0","12","77890","11","NaN","","","","null","NaN","204","","Stimuli/Experimental_stims/localizer/body_parts/nattalia-nunez-MB9sdDfZMSg-unsplash.jpg","1","body_parts","","0","1","0","0.4","261.90000000000146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","467","245508","0.0-2.0-206.0-1.0","12","77890","11","null","","","","null","","204","","","1","","","","","","0.3","262.30000000000143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","468","245922","0.0-2.0-207.0-0.0","12","77890","11","NaN","","","","null","NaN","205","","Stimuli/Experimental_stims/localizer/body_parts/david-fanuel-qnV8X7OViNY-unsplash.jpg","1","body_parts","","0","1","0","0.4","262.60000000000144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","469","246237","0.0-2.0-207.0-1.0","12","77890","11","null","","","","null","","205","","","1","","","","","","14","263.0000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","470","246648","0.0-2.0-208.0-0.0","12","77890","11","NaN","","","","null","NaN","206","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-hnJ2VNZzbns-unsplash.jpg","1","objects","","0","1","0","0.4","277.0000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","471","246965","0.0-2.0-208.0-1.0","12","77890","11","null","","","","null","","206","","","1","","","","","","0.3","277.4000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","472","247378","0.0-2.0-209.0-0.0","12","77890","11","NaN","","","","null","NaN","207","","Stimuli/Experimental_stims/localizer/objects/lance-reis-v0FYj9iioQg-unsplash.jpg","1","objects","","0","1","0","0.4","277.7000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","473","247696","0.0-2.0-209.0-1.0","12","77890","11","null","","","","null","","207","","","1","","","","","","0.3","278.1000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","474","248105","0.0-2.0-210.0-0.0","12","77890","11","NaN","","","","null","NaN","208","","Stimuli/Experimental_stims/localizer/objects/alex-lvrs-2zDw14yCYqk-unsplash.jpg","1","objects","","0","1","0","0.4","278.4000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","475","248416","0.0-2.0-210.0-1.0","12","77890","11","null","","","","null","","208","","","1","","","","","","0.3","278.8000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","476","248825","0.0-2.0-211.0-0.0","12","77890","11","NaN","","","","null","NaN","209","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-U6ZMEefFGx8-unsplash.jpg","1","objects","","1","1","0","0.4","279.1000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","477","249140","0.0-2.0-211.0-1.0","12","77890","11","null","","","","null","","209","","","1","","","","","","0.3","279.50000000000136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","478","249557","0.0-2.0-212.0-0.0","12","77890","11","NaN","","","","null","NaN","210","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-oJG9HOVKGMs-unsplash.jpg","1","objects","","0","1","0","0.4","279.8000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","479","249869","0.0-2.0-212.0-1.0","12","77890","11","null","","","","null","","210","","","1","","","","","","0.3","280.20000000000135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","480","250284","0.0-2.0-213.0-0.0","12","77890","11","NaN","","","","null","NaN","211","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-HW7bfB3ERSQ-unsplash.jpg","1","objects","","0","1","0","0.4","280.50000000000136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","481","250594","0.0-2.0-213.0-1.0","12","77890","11","null","","","","null","","211","","","1","","","","","","0.3","280.90000000000134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","482","251000","0.0-2.0-214.0-0.0","12","77890","11","NaN","","","","null","NaN","212","","Stimuli/Experimental_stims/localizer/objects/nordwood-themes-E9tFH39iRPE-unsplash.jpg","1","objects","","0","1","0","0.4","281.20000000000135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","483","251311","0.0-2.0-214.0-1.0","12","77890","11","null","","","","null","","212","","","1","","","","","","0.3","281.60000000000133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","484","251723","0.0-2.0-215.0-0.0","12","77890","11","NaN","","","","null","NaN","213","","Stimuli/Experimental_stims/localizer/objects/raimond-klavins-ZdvDPXVvcKs-unsplash.jpg","1","objects","","0","1","0","0.4","281.90000000000134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","485","252033","0.0-2.0-215.0-1.0","12","77890","11","null","","","","null","","213","","","1","","","","","","0.3","282.3000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","486","252442","0.0-2.0-216.0-0.0","12","77890","11","NaN","","","","null","NaN","214","","Stimuli/Experimental_stims/localizer/objects/ian-talmacs-ugqU0a4P18U-unsplash.jpg","1","objects","","0","1","0","0.4","282.60000000000133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","487","252757","0.0-2.0-216.0-1.0","12","77890","11","null","","","","null","","214","","","1","","","","","","0.3","283.0000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","488","253173","0.0-2.0-217.0-0.0","12","77890","11","NaN","","","","null","NaN","215","","Stimuli/Experimental_stims/localizer/objects/ryunosuke-kikuno-viEzuL1ouDs-unsplash.jpg","1","objects","","0","1","0","0.4","283.3000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","489","253481","0.0-2.0-217.0-1.0","12","77890","11","null","","","","null","","215","","","1","","","","","","0.3","283.7000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","490","253890","0.0-2.0-218.0-0.0","12","77890","11","NaN","","","","null","NaN","216","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-WmF_XLF4-Rs-unsplash.jpg","1","objects","","0","1","0","0.4","284.0000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","491","254201","0.0-2.0-218.0-1.0","12","77890","11","null","","","","null","","216","","","1","","","","","","0.3","284.4000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","492","254610","0.0-2.0-219.0-0.0","12","77890","11","NaN","","","","null","NaN","217","","Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg","1","objects","","0","1","0","0.4","284.7000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","493","254923","0.0-2.0-219.0-1.0","12","77890","11","null","","","","null","","217","","","1","","","","","","0.3","285.1000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","494","255339","0.0-2.0-220.0-0.0","12","77890","11","NaN","","","","null","NaN","218","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-Jl3S1yM8gi8-unsplash.jpg","1","objects","","0","1","0","0.4","285.4000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","495","255650","0.0-2.0-220.0-1.0","12","77890","11","null","","","","null","","218","","","1","","","","","","0.3","285.80000000000126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","496","256056","0.0-2.0-221.0-0.0","12","77890","11","NaN","","","","null","NaN","219","","Stimuli/Experimental_stims/localizer/objects/collab-media-eddtBBbaw0Y-unsplash.jpg","1","objects","","0","1","0","0.4","286.1000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","497","256373","0.0-2.0-221.0-1.0","12","77890","11","null","","","","null","","219","","","1","","","","","","0.3","286.50000000000125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","498","256786","0.0-2.0-222.0-0.0","12","77890","11","NaN","","","","null","NaN","220","","Stimuli/Experimental_stims/localizer/objects/mulyadi-tWp0VSlSdMI-unsplash.jpg","1","objects","","1","1","0","0.4","286.80000000000126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","499","257095","0.0-2.0-222.0-1.0","12","77890","11","null","","","","null","","220","","","1","","","","","","0.3","287.20000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","500","257504","0.0-2.0-223.0-0.0","12","77890","11","NaN","","","","null","NaN","221","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-Pj2PY-E-LfM-unsplash.jpg","1","objects","","0","1","0","0.4","287.50000000000125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","501","257822","0.0-2.0-223.0-1.0","12","77890","11","null","","","","null","","221","","","1","","","","","","0.3","287.9000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","502","258235","0.0-2.0-224.0-0.0","12","77890","11","NaN","","","","null","NaN","222","","Stimuli/Experimental_stims/localizer/objects/eugene-chystiakov-3neSwyntbQ8-unsplash.jpg","1","objects","","0","1","0","0.4","288.20000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","503","258545","0.0-2.0-224.0-1.0","12","77890","11","null","","","","null","","222","","","1","","","","","","0.3","288.6000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","504","258957","0.0-2.0-225.0-0.0","12","77890","11","NaN","","","","null","NaN","223","","Stimuli/Experimental_stims/localizer/objects/maria-lupan-Rlakka_pZMU-unsplash.jpg","1","objects","","0","1","0","0.4","288.9000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","505","259264","0.0-2.0-225.0-1.0","12","77890","11","null","","","","null","","223","","","1","","","","","","0.3","289.3000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
