"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_localizer","","html-keyboard-response","82","244213","0.0-2.0-10.0-1.0","33","21859","Female","null","","","","null","","8","","","","243766","1","","","","","","300","1800","447","2461","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","83","244648","0.0-2.0-11.0-0.0","33","21859","Female","5","","","","68","0","9","","Stimuli/Experimental_stims/localizer/faces/hisu-lee-2qvxIr_DXGo-unsplash.jpg","","244213","1","faces","","0","0","1","400","2100","435","2908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","84","244957","0.0-2.0-11.0-1.0","33","21859","Female","null","","","","null","","9","","","","244648","1","","","","","","300","2500","309","3343","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","85","245383","0.0-2.0-12.0-0.0","33","21859","Female","268","","","","68","0","10","","Stimuli/Experimental_stims/localizer/faces/austin-wade-X6Uj51n5CE8-unsplash.jpg","","244957","1","faces","","0","0","1","400","2800","426","3652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","86","245727","0.0-2.0-12.0-1.0","33","21859","Female","null","","","","null","","10","","","","245383","1","","","","","","300","3200","344","4078","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","87","246170","0.0-2.0-13.0-0.0","33","21859","Female","86","","","","75","1","11","","Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg","","245727","1","faces","","0","0","0","400","3500","443","4422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","88","246489","0.0-2.0-13.0-1.0","33","21859","Female","null","","","","null","","11","","","","246170","1","","","","","","300","3900","319","4865","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","89","246901","0.0-2.0-14.0-0.0","33","21859","Female","17","","","","75","1","12","","Stimuli/Experimental_stims/localizer/faces/aleksandar-popovski-Jy4ELSGPHTc-unsplash.jpg","","246489","1","faces","","0","0","0","400","4200","412","5184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","90","247212","0.0-2.0-14.0-1.0","33","21859","Female","null","","","","null","","12","","","","246901","1","","","","","","300","4600","311","5596","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","91","247629","0.0-2.0-15.0-0.0","33","21859","Female","1","","","","75","1","13","","Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg","","247212","1","faces","","0","0","0","400","4900","417","5907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","92","247950","0.0-2.0-15.0-1.0","33","21859","Female","null","","","","null","","13","","","","247629","1","","","","","","300","5300","321","6324","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","93","248468","0.0-2.0-16.0-0.0","33","21859","Female","171","","","","75","1","14","","Stimuli/Experimental_stims/localizer/faces/jake-nackos-IF9TK5Uy-KI-unsplash.jpg","","247950","1","faces","","0","0","0","400","5600","518","6645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","94","248794","0.0-2.0-16.0-1.0","33","21859","Female","null","","","","null","","14","","","","248468","1","","","","","","300","6000","326","7163","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","95","249216","0.0-2.0-17.0-0.0","33","21859","Female","48","","","","68","0","15","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","","248794","1","faces","","0","0","1","400","6300","422","7489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","96","249536","0.0-2.0-17.0-1.0","33","21859","Female","null","","","","null","","15","","","","249216","1","","","","","","300","6700","320","7911","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","97","249948","0.0-2.0-18.0-0.0","33","21859","Female","3","","","","68","0","16","","Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg","","249536","1","faces","","0","0","1","400","7000","412","8231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","98","250268","0.0-2.0-18.0-1.0","33","21859","Female","null","","","","null","","16","","","","249948","1","","","","","","300","7400","320","8643","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","99","250690","0.0-2.0-19.0-0.0","33","21859","Female","30","","","","75","1","17","","Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg","","250268","1","faces","","0","0","0","400","7700","422","8963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","100","251006","0.0-2.0-19.0-1.0","33","21859","Female","null","","","","null","","17","","","","250690","1","","","","","","300","8100","316","9385","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","101","251431","0.0-2.0-20.0-0.0","33","21859","Female","199","","","","75","1","18","","Stimuli/Experimental_stims/localizer/faces/samuel-dixon--fQ5XNOcqFQ-unsplash.jpg","","251006","1","faces","","0","0","0","400","8400","425","9701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","102","251759","0.0-2.0-20.0-1.0","33","21859","Female","null","","","","null","","18","","","","251431","1","","","","","","300","8800","328","10126","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","103","252170","0.0-2.0-21.0-0.0","33","21859","Female","2","","","","68","0","19","","Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-vp9mRauo68c-unsplash.jpg","","251759","1","faces","","0","0","1","400","9100","411","10454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","104","252491","0.0-2.0-21.0-1.0","33","21859","Female","null","","","","null","","19","","","","252170","1","","","","","","300","9500","321","10865","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","105","253086","0.0-2.0-22.0-0.0","33","21859","Female","75","","","","75","1","20","","Stimuli/Experimental_stims/localizer/faces/ayo-ogunseinde-6W4F62sN_yI-unsplash.jpg","","252491","1","faces","","0","0","0","400","9800","595","11186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","106","253644","0.0-2.0-22.0-1.0","33","21859","Female","null","","","","null","","20","","","","253086","1","","","","","","300","10200","558","11781","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","107","254163","0.0-2.0-23.0-0.0","33","21859","Female","316","","","","68","0","21","","Stimuli/Experimental_stims/localizer/faces/whereslugo-zl_fPgiwduo-unsplash.jpg","","253644","1","faces","","0","0","1","400","10500","519","12339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","108","254476","0.0-2.0-23.0-1.0","33","21859","Female","null","","","","null","","21","","","","254163","1","","","","","","300","10900","313","12858","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","109","254887","0.0-2.0-24.0-0.0","33","21859","Female","134","","","","68","0","22","","Stimuli/Experimental_stims/localizer/faces/chanvre-quebec-mXu1SpzHq6w-unsplash.jpg","","254476","1","faces","","0","0","1","400","11200","411","13171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","110","255217","0.0-2.0-24.0-1.0","33","21859","Female","null","","","","null","","22","","","","254887","1","","","","","","300","11600","330","13582","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","111","255691","0.0-2.0-25.0-0.0","33","21859","Female","99","","","","68","0","23","","Stimuli/Experimental_stims/localizer/faces/ian-dooley-d1UPkiFd04A-unsplash.jpg","","255217","1","faces","","0","0","1","400","11900","474","13912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","112","256003","0.0-2.0-25.0-1.0","33","21859","Female","null","","","","null","","23","","","","255691","1","","","","","","300","12300","312","14386","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
