"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions_no_response","","html-keyboard-response","1610","3089325","0.0-5.0-126.0-2.0-0.0","11","14054","1","null","","","","null","","124","","","2","","","","1","","0.3","171.10000000000005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1611","3090140","0.0-5.0-126.0-3.0","11","14054","1","null","","","","null","","124","","","2","","","","","","0.8","171.40000000000006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1612","3091652","0.0-5.0-127.0-0.0","11","14054","1","null","","","","null","","125","","","2","","","","1","","1.5","172.20000000000007","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1500","2","15","16","faces","faces","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain5","no_gain3","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1613","3091966","0.0-5.0-127.0-2.0-0.0","11","14054","1","null","","","","null","","125","","","2","","","","1","","0.3","173.70000000000007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1614","3093181","0.0-5.0-127.0-3.0","11","14054","1","null","","","","null","","125","","","2","","","","","","1.2","174.00000000000009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1615","3094691","0.0-5.0-128.0-0.0","11","14054","1","null","","","","null","","126","","","2","","","","1","","1.5","175.20000000000007","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1900","2","3","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain5","gain1","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1616","3095003","0.0-5.0-128.0-2.0-0.0","11","14054","1","null","","","","null","","126","","","2","","","","1","","0.3","176.70000000000007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1617","3096624","0.0-5.0-128.0-3.0","11","14054","1","null","","","","null","","126","","","2","","","","","","1.6","177.00000000000009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1618","3098143","0.0-5.0-129.0-0.0","11","14054","1","null","","","","null","","127","","","2","","","","1","","1.5","178.60000000000008","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1600","2","31","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain2","gain6","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1619","3098451","0.0-5.0-129.0-2.0-0.0","11","14054","1","null","","","","null","","127","","","2","","","","1","","0.3","180.10000000000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1620","3099764","0.0-5.0-129.0-3.0","11","14054","1","null","","","","null","","127","","","2","","","","","","1.3","180.4000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1621","3101274","0.0-5.0-130.0-0.0","11","14054","1","null","","","","null","","128","","","2","","","","1","","1.5","181.7000000000001","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3100","2","7","28","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain5","no_gain4","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1622","3101590","0.0-5.0-130.0-2.0-0.0","11","14054","1","null","","","","null","","128","","","2","","","","1","","0.3","183.2000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1623","3104407","0.0-5.0-130.0-3.0","11","14054","1","null","","","","null","","128","","","2","","","","","","2.8","183.5000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1624","3105922","0.0-5.0-131.0-0.0","11","14054","1","null","","","","null","","129","","","2","","","","1","","1.5","186.30000000000013","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2800","2","17","40","faces","objects","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain1","gain1","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1625","3106234","0.0-5.0-131.0-2.0-0.0","11","14054","1","null","","","","null","","129","","","2","","","","1","","0.3","187.80000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1626","3108752","0.0-5.0-131.0-3.0","11","14054","1","null","","","","null","","129","","","2","","","","","","2.5","188.10000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1627","3110267","0.0-5.0-132.0-0.0","11","14054","1","null","","","","null","","130","","","2","","","","1","","1.5","190.60000000000014","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1800","2","15","46","faces","objects","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain5","no_gain4","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1628","3110583","0.0-5.0-132.0-2.0-0.0","11","14054","1","null","","","","null","","130","","","2","","","","1","","0.3","192.10000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1629","3112093","0.0-5.0-132.0-3.0","11","14054","1","null","","","","null","","130","","","2","","","","","","1.5","192.40000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1630","3113608","0.0-5.0-133.0-0.0","11","14054","1","null","","","","null","","131","","","2","","","","1","","1.5","193.90000000000015","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2100","2","43","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain6","gain6","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1631","3113928","0.0-5.0-133.0-2.0-0.0","11","14054","1","null","","","","null","","131","","","2","","","","1","","0.3","195.40000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1632","3115743","0.0-5.0-133.0-3.0","11","14054","1","null","","","","null","","131","","","2","","","","","","1.8","195.70000000000016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1633","3117257","0.0-5.0-134.0-0.0","11","14054","1","null","","","","null","","132","","","2","","","","1","","1.5","197.50000000000017","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2100","2","26","16","body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain6","no_gain3","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1634","3117571","0.0-5.0-134.0-2.0-0.0","11","14054","1","null","","","","null","","132","","","2","","","","1","","0.3","199.00000000000017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1635","3119382","0.0-5.0-134.0-3.0","11","14054","1","null","","","","null","","132","","","2","","","","","","1.8","199.30000000000018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1636","3120890","0.0-5.0-135.0-0.0","11","14054","1","null","","","","null","","133","","","2","","","","1","","1.5","201.1000000000002","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1600","2","2","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain2","gain5","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1637","3121206","0.0-5.0-135.0-2.0-0.0","11","14054","1","null","","","","null","","133","","","2","","","","1","","0.3","202.6000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1638","3122520","0.0-5.0-135.0-3.0","11","14054","1","null","","","","null","","133","","","2","","","","","","1.3","202.9000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1639","3124035","0.0-5.0-136.0-0.0","11","14054","1","null","","","","null","","134","","","2","","","","1","","1.5","204.20000000000022","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2600","2","28","22","body_parts","faces","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain4","gain2","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1640","3124351","0.0-5.0-136.0-2.0-0.0","11","14054","1","null","","","","null","","134","","","2","","","","1","","0.3","205.70000000000022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1641","3126671","0.0-5.0-136.0-3.0","11","14054","1","null","","","","null","","134","","","2","","","","","","2.3","206.00000000000023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1642","3128188","0.0-5.0-137.0-0.0","11","14054","1","null","","","","null","","135","","","2","","","","1","","1.5","208.30000000000024","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","2","9","46","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain4","no_gain4","","","","","","","","","","","","","","","",""
