"PID","practice","trial","block","run","gain_left","left_item_id","right_item_id","left_pair_id","right_pair_id","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","no_response","left_chosen","rt","higher_outcome_chosen","choice_type","iti"
NA,0,191,3,3,1,"gain1","no_gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,192,3,3,0,"no_gain6","gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,193,3,3,1,"gain1","no_gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,194,3,3,1,"gain6","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,195,3,3,0,"no_gain4","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",3000
NA,0,196,3,3,1,"gain5","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,197,3,3,0,"no_gain5","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,198,3,3,0,"no_gain3","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,199,3,3,1,"gain2","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,200,3,3,0,"no_gain5","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,201,3,3,0,"no_gain3","gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,202,3,3,0,"no_gain1","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3000
NA,0,203,3,3,1,"gain3","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,204,3,3,1,"gain4","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,205,3,3,0,"no_gain5","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,206,3,3,1,"gain4","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3000
NA,0,207,3,3,0,"no_gain1","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,208,3,3,1,"gain2","no_gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,209,3,3,1,"gain1","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3000
NA,0,210,3,3,0,"no_gain6","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,211,3,3,0,"no_gain4","gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",2000
NA,0,212,3,3,1,"gain3","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,213,3,3,1,"gain1","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,214,3,3,0,"no_gain1","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,215,3,3,1,"gain1","no_gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,216,3,3,0,"no_gain2","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,217,3,3,0,"no_gain6","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,218,3,3,0,"no_gain2","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,219,3,3,1,"gain4","no_gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,220,3,3,0,"no_gain1","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,221,4,4,1,"gain3","no_gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,222,4,4,1,"gain1","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,223,4,4,1,"gain2","no_gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,224,4,4,1,"gain2","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",3500
NA,0,225,4,4,1,"gain2","no_gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,226,4,4,0,"no_gain6","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",3000
NA,0,227,4,4,1,"gain6","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",3000
NA,0,228,4,4,0,"no_gain2","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3000
NA,0,229,4,4,1,"gain6","no_gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,230,4,4,0,"no_gain4","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,231,4,4,1,"gain3","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,232,4,4,1,"gain1","no_gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3000
NA,0,233,4,4,0,"no_gain2","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,234,4,4,0,"no_gain4","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",2000
NA,0,235,4,4,0,"no_gain5","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,236,4,4,1,"gain5","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,237,4,4,0,"no_gain5","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",3000
NA,0,238,4,4,1,"gain5","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,239,4,4,0,"no_gain1","gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,240,4,4,0,"no_gain1","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,241,4,4,1,"gain2","no_gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",2000
NA,0,242,4,4,1,"gain2","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,243,4,4,0,"no_gain2","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3500
NA,0,244,4,4,1,"gain2","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3500
NA,0,245,4,4,0,"no_gain6","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",2000
NA,0,246,4,4,0,"no_gain1","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3000
NA,0,247,4,4,1,"gain4","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,248,4,4,0,"no_gain4","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,249,4,4,1,"gain3","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,250,4,4,1,"gain4","no_gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",2000
NA,0,251,4,4,1,"gain6","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,252,4,4,0,"no_gain3","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,253,4,4,0,"no_gain4","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,254,4,4,0,"no_gain4","gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,255,4,4,1,"gain2","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,256,4,4,1,"gain4","no_gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,257,4,4,1,"gain6","no_gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,258,4,4,1,"gain3","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,259,4,4,1,"gain4","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,260,4,4,1,"gain3","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,261,4,4,0,"no_gain4","gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,262,4,4,1,"gain5","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,263,4,4,0,"no_gain1","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,264,4,4,0,"no_gain1","gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,265,4,4,0,"no_gain4","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,266,4,4,0,"no_gain1","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,267,4,4,0,"no_gain6","gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,268,4,4,0,"no_gain5","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,269,4,4,1,"gain4","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,270,4,4,0,"no_gain2","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,271,4,4,0,"no_gain3","gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,272,4,4,0,"no_gain3","gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,273,4,4,0,"no_gain1","gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,274,4,4,1,"gain4","no_gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,275,4,4,0,"no_gain3","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,276,4,4,0,"no_gain6","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,277,4,4,0,"no_gain2","gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,278,4,4,1,"gain5","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,279,4,4,1,"gain1","no_gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,280,4,4,0,"no_gain6","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1000
NA,0,281,4,4,0,"no_gain3","gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,282,4,4,0,"no_gain6","gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",2000
NA,0,283,4,4,1,"gain5","no_gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",1500
NA,0,284,4,4,1,"gain4","no_gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",2000
NA,0,285,4,4,1,"gain6","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1000
NA,0,286,4,4,1,"gain6","no_gain6",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"unchosen",3000
NA,0,287,4,4,1,"gain2","no_gain2",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,288,4,4,0,"no_gain2","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",3500
NA,0,289,4,4,1,"gain3","no_gain3",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,290,4,4,0,"no_gain4","gain1",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",2000
NA,0,291,4,4,1,"gain3","no_gain4",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",1500
NA,0,292,4,4,0,"no_gain2","gain5",NA,NA,NA,NA,NA,NA,"NaN","NaN",0,NA,NA,NA,"chosen",3000
